ligand_id,SMILES,cluster00_BE,cluster01_BE,cluster02_BE,cluster03_BE,cluster04_BE,cluster05_BE,cluster06_BE,cluster07_BE,cluster08_BE,cluster09_BE,is_active
b2AR-decoy_2333,O[C@H]1[C@H](O)CO[C@@H](c2cn(Cc3ccc4ccccc4c3)c3ccccc23)[C@@H]1O,-8.88625081702123,-6.811450120572745,-6.117717900436132,-5.5258903503086,-4.842127124913409,-3.796658301753935,-4.271705738048791,-4.0257822644882175,-5.055316012046676,-4.990934915800066,0
b2AR-decoy_12,N#C/C(=C\c1ccc(c2cccs2)o1)c1nc2ccccc2[nH]1,-8.88043488978678,-5.341629465599695,-5.768502157065501,-4.58277025243538,-4.326979695489649,-1.727131031619435,-3.133474886395521,-4.265007072345037,-3.704291029400807,-5.015399821459486,0
b2AR-decoy_910,Cc1ccc2oc3c(SCc4nc5ccccc5[nH]4)nc(C)nc3c2c1,-8.88020812612372,-4.611650439041616,-5.819825464922292,-3.4804521399264496,-4.099961343996099,-3.947198695090675,-2.9553756767749717,-3.3734998474753866,-3.687284903052916,-5.524290375078596,0
b2AR-decoy_3104,CN(C)c1ccc(/C=C/C(=O)c2cc(C(=O)/C=C/c3ccc(N(C)C)cc3)c(O)cc2O)cc1,-8.86907888035017,-5.141427315762905,-3.363701868291371,-4.03671617187398,-3.841235243778789,-2.5133933694502444,-3.499735450832961,-1.8270779857589063,-2.6570068534372666,-4.031654817446206,0
b2AR-decoy_968,Cc1oc(c2ccccc2Cl)nc1CSc1nc(O)c2c(n1)CCC2,-8.86004234084605,-6.963254176633425,-6.296998325321342,-5.17754774070241,-5.471887771491698,-3.906924063146815,-5.25471890209036,-3.224559252497377,-5.399318160761306,-5.388881937178107,0
b2AR-decoy_2921,CC(C)=CCC/C(C)=C/Cc1c(O)c(O)cc2c(=O)c3c(O)c(CC=C(C)C)c(O)cc3oc12,-8.84364501611291,-5.641294345574825,-6.232839506706892,-3.000031987197389,-2.6491496633659484,-3.701769776085965,-3.799882923150742,-2.667991360595517,-3.0615906404273865,-4.514507498291327,0
b2AR-decoy_1083,COc1c(C(C)=O)c(O)c(OCc2ccc(C(F)(F)F)cc2)c2occc12,-8.82403863939394,-5.946828772892665,-5.723088942004031,-5.51805072058173,-5.3636913274585485,-3.4275557273645747,-4.931481175155531,-3.597172228652237,-4.470305746518866,-4.665779192039677,0
b2AR-decoy_1994,NC(=O)c1c(F)ccc(OCc2nc(c3ccc(O)cc3)co2)c1F,-8.82289606346846,-6.072890650975575,-5.948287516233512,-4.12322285071808,-5.005687502190169,-3.5382034752091247,-4.341952279324511,-3.3494070011444865,-4.471999557246126,-4.562447461106377,0
b2AR-decoy_3012,CC(SC(C)C(=O)NN=Cc1cccc(Cl)c1)C(=O)NN=Cc1cccc(Cl)c1,-8.81501581870059,-6.755032046472635,-4.242299211351481,-4.20256146338983,-4.0627277816638285,-4.324079760784285,-2.460351826462931,-3.339407354626627,-3.8703488536016666,-4.4314638251566265,0
b2AR-decoy_676,CC(C)=CCC/C(C)=C/Cc1c(O)cc2oc3c(O)cccc3c(=O)c2c1O,-8.80414327392925,-6.325563313518355,-6.2700040731801305,-3.53498506102296,-3.1929271575615488,-3.892550125553245,-3.1397364730232606,-2.2656798433763967,-3.816908715859346,-4.957434717663247,0
