ligand_id,SMILES,BE_min,is_active
b2AR-decoy_217,O=C(CCCn1ccc(=O)[nH]c1=O)N1CCC[C@H]1C(O)(c1cccc(c2ccsc2)c1)c1cccc(c2ccsc2)c1,-11.316,0
ASD03130058,FC1(F)CCC(Nc2nc(Nc3cccc(OCCCN4CCOCC4)c3)nc3ccccc23)CC1,-11.31,1
b2AR-decoy_1945,OC12CC3CC(C1)CC(Cn1cc(c4cccc5c4-c4ccccc4C5(O)C(F)(F)F)cn1)(C3)C2,-11.304,0
b2AR-decoy_1938,O=C(C/C(=C\c1cn(c2ccccc2)nc1c1ccccc1)c1n[nH]c(=O)[nH]1)c1ccc(Cl)cc1,-11.296,0
ASD03130056,CS(=O)(=O)c1cccc(Nc2nc(NC3CCCCC3)c3ccccc3n2)c1,-11.291,1
b2AR-decoy_1532,O=C(O/N=C(\Cn1ccnc1)c1ccc2ccccc2c1)c1ccc(c2ccccc2)cc1,-11.29,0
b2AR-decoy_2252,Cc1cc(c2ccccc2)n2ncc(C(=O)Nc3ccccc3Sc3ccccc3)c2n1,-11.284,0
b2AR-decoy_2244,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(CCOCc3cc(F)cc(F)c3)[C@@H](O)CC[C@@H]12,-11.282,0
b2AR-decoy_2256,O=C1/C(=N\c2ccc(/N=C/c3ccccc3O)cc2)c2ccccc2N1Cc1ccccc1,-11.281,0
b2AR-decoy_270,CCCCc1nn(c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(c2ccccc2S(=O)(=O)NC(=O)c2sccc2C)cc1,-11.277,0
b2AR-decoy_2868,O=C(/C=C/c1ccc(/C=C/C(=O)c2ccc3ccccc3c2)cc1)c1ccc2ccccc2c1,-11.265,0
ASD03130019,CNC(=O)C(Cc1cccc(Br)c1)NC(=O)C(Cc1ccc(C(N)=O)cc1)NC(=O)C(c1ccccc1)C1CCCCC1,-11.26,1
b2AR-decoy_1887,CN1C(=O)CC[C@@]2(C)C1=CC[C@H]1[C@@H]3CC=C(c4cncc(C(F)F)c4)[C@@]3(C)CC[C@@H]12,-11.256,0
b2AR-decoy_1131,CC(C)n1cc(/C=N\NC(=O)c2cc3c(ccc4ccccc43)o2)c2ccccc21,-11.247,0
b2AR-decoy_1912,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@H]4C[C@H](F)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)c1ccccc1,-11.247,0
b2AR-decoy_2999,COc1ccc(C(C(=O)Nc2ccc3c(c2)CCC3(C)C)N(C)C(=O)c2ccc(=O)[nH]c2)cc1,-11.245,0
b2AR-decoy_258,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,-11.234,0
b2AR-decoy_2436,CC(=O)c1ccc(S[C@@H]2CC3=CC(=O)CC[C@]3(C)[C@H]3CC[C@]4(C)C(=O)CC[C@H]4[C@@H]32)cc1,-11.233,0
b2AR-decoy_2813,C[C@H]1CC[C@@H]2C(C)(C)[C@H](OS(C)(=O)=O)CC[C@@]2(C)[C@@H]1/C=C/c1ccc(c2cccc(F)c2)cn1,-11.233,0
b2AR-decoy_46,CC[C@H](C1=CC(=O)OC1)[C@@]1(C)CCC2C(CC[C@@H]3C[C@@H](O)CC[C@]23C)C1,-11.228,0
b2AR-decoy_2204,C[C@]12CC[C@H]3[C@@H](C[C@@H]4O[C@@]45C[C@@H](O)CC[C@]35C)[C@@H]1CC[C@@H]2C(=O)/C=C/c1ccccc1,-11.222,0
b2AR-decoy_1135,C/C(=N\Nc1nc(c2cc3ccccc3o2)cs1)c1cc2ccccc2o1,-11.22,0
b2AR-decoy_3051,COc1ccc2cc(c3cn(Cc4nc(c5ccccc5)c(c5ccccc5)o4)nn3)ccc2c1,-11.218,0
ASD03130034,Fc1cccc(Nc2nc(NC3CCCCC3)c3ccccc3n2)c1,-11.218,1
b2AR-decoy_2647,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C/C(=C\c1ccc(OCCCn3ccnc3)cc1)C2=O,-11.218,0
b2AR-decoy_1252,Cc1onc(c2ccccc2)c1c1nnc(c2ccccc2C(F)(F)F)o1,-11.217,0
b2AR-decoy_2548,Cc1cccc(c2nn(CC(=S)Nc3cccc(C#N)c3)cc2c2ccnc(c3ccccc3)c2)n1,-11.209,0
b2AR-decoy_291,C[C@H](C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,-11.204,0
b2AR-decoy_2524,O=C(/C=C\c1ccc(Br)cc1)N1N=C(c2ccncc2)OC1c1c[nH]c2ccccc12,-11.201,0
b2AR-decoy_3110,C[C@H](NC(=O)CNc1cc(C(F)(F)F)c2c(c3ccccc3)nn(C)c2n1)c1ccccc1,-11.201,0
b2AR-decoy_2306,C=C[C@]1(C)C=C2C(=O)C(O)=C3[C@@]4(C[C@@H]4C[C@@H](O)[C@@]3(C)COC(=O)C(C)C)[C@@]2(O)CC1,-11.192,0
b2AR-decoy_3174,C=C[C@@]1(C)CC=C2[C@@H](CC[C@@H]3[C@](C)(C(=O)OCc4ccc([N+](=O)[O-])cc4)CCC[C@@]23C)C1,-11.191,0
b2AR-decoy_663,CC(C(=O)N/N=C/c1c(F)cccc1F)c1ccc(c2ccccc2)c(F)c1,-11.189,0
b2AR-decoy_2405,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC(C(=O)NCC1CCCO1)[C@@H]2O,-11.189,0
b2AR-decoy_2978,Cc1oc(c2ccccc2F)nc1Cn1c(SCc2ccccc2F)nc2ccncc21,-11.181,0
b2AR-decoy_2970,CC(=O)[C@@]12OC(C)(c3ccccc3)O[C@@H]1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,-11.179,0
ASD03130038,FC(F)(F)c1cccc(Nc2nc(NC3CCCCC3)c3ccccc3n2)c1,-11.172,1
b2AR-decoy_292,CC(=O)N1CCC(C(N)=O)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,-11.166,0
b2AR-decoy_2534,Nc1ccccc1NC(=O)/C=C/c1ccc(c2nnc(Cc3cccc4ccccc34)o2)cc1,-11.163,0
b2AR-decoy_278,CCn1nc(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1C1CC[NH+](C[C@H]2C[NH+]([C@@H](C(=O)[O-])C(C)C)C[C@@H]2c2cccc(F)c2)CC1,-11.161,0
b2AR-decoy_2667,O=C1c2ccccc2C(=O)N1CCOC(=S)N(C(=O)c1cc2ccccc2s1)c1ccc(Cl)cc1,-11.159,0
b2AR-decoy_272,CC(=O)N1C[C@H]2[NH2+][C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,-11.152,0
b2AR-decoy_1109,NC(=O)c1ccccc1NC(=O)c1ccc(Oc2ccc3ccccc3c2)cc1,-11.148,0
b2AR-decoy_1094,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3-c3ccccc32)cc1,-11.143,0
b2AR-decoy_674,C(=C/c1n[nH]c2cc(c3ccncc3)ccc12)\c1ccc2ccccc2c1,-11.14,0
b2AR-decoy_2601,Cc1ccc(/N=C2/c3ccccc3/C(=N/c3ccc(C)cc3)c3occc32)cc1,-11.139,0
b2AR-decoy_2557,Cc1cccc(Cn2cc3c(=O)n(CC(=O)Nc4c(C)cccc4C)nc-3c3cc(F)ccc32)c1,-11.138,0
b2AR-decoy_2962,C[C@]12CC[C@H]3[C@@H](CC(c4ccccc4)C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,-11.136,0
b2AR-decoy_1593,O=C(NCc1ccccc1)C1=C[C@H](c2ccc3c(c2)OCO3)C[C@H](OCc2ccc(CO)cc2)O1,-11.123,0
b2AR-decoy_285,Cc1ccc2cccc(OCc3c(N4CCCC4=O)ccc(n4cccc4CNC(=O)/C=C/c4ccc(N5CCCC5=O)cc4)c3N3CCCC3=O)c2n1,-11.122,0
b2AR-decoy_2576,Cc1cc2c(C(C)C)ccc(C)c2cc1OC(=O)c1ccc(C(F)(F)F)cc1,-11.12,0
b2AR-decoy_394,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,-11.117,0
b2AR-decoy_715,CCC(=O)C1=C(CC)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(c2ccccc2)cc1,-11.112,0
b2AR-decoy_2484,Cc1cc(=O)oc2cc(OCc3cc(c4ccc(Cl)c(Cl)c4)no3)ccc12,-11.1,0
b2AR-decoy_2473,Cc1oc(c2cccc(Cl)c2)nc1CSc1nnc(C)n2c1cc1occc12,-11.088,0
b2AR-decoy_2602,CC(C)c1ccc(COc2ccccc2C2CC(=O)c3ccccc3O2)cc1,-11.078,0
b2AR-decoy_300,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1,-11.076,0
b2AR-decoy_2003,N#C/C(=C/c1ccc(c2ccc(C(N)=O)cc2)o1)c1nc2ccccc2[nH]1,-11.075,0
