ligand_id,SMILES,glide_gscore,is_active
M2R-decoy_3065,COc1ccc(C(=O)O[C@@H]2C=CC(=O)[C@@]3(CC(=O)O[C@@H]3/C=C(\C)CCC=C(C)C)C2)c(OC)c1,-9.40556738205703,0
M2R-decoy_4992,CCCC[n+]1c(C)cc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)CSc4cc(Cl)ccc4Cl)[C@H]3SC2)cc1CCC(=O)[O-],-9.40075984459704,0
M2R-decoy_9360,NC(=[NH2+])NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)C1CC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,-9.39186416294598,0
M2R-decoy_2670,O=C(CCNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OCc1ccccc1)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCn1ccnc1,-9.39030348908304,0
M2R-decoy_2578,[NH3+]CCOc1cc(C(=O)N[C@@H](Cc2ccccc2)C(=O)[O-])ccc1NC(=O)c1cc(Br)c(Br)[nH]1,-9.37734688200765,0
M2R-decoy_9526,COc1cc([C@@H]2O[C@@H](CC(=O)CCc3ccc(O)cc3)[C@@H]3[C@H]2[C@H](CC(=O)CCc2ccc(O)cc2)O[C@H]3c2ccc(O)c(OC)c2)ccc1O,-9.35345811268261,0
M2R-decoy_3507,COC(C(=O)Nc1nnc(CCCCc2ccc(NC(=O)Cc3cccc(CNC(=O)CC(C)(O)C(F)(F)F)c3)nn2)s1)c1ccccc1,-9.3532015270931,0
M2R-decoy_8839,Cc1c(c2ccc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)[O-])cnn1CC1(OCCS(C)(=O)=O)CCCC(C)(C)C1,-9.33824668866209,0
M2R-decoy_9514,CC(C)C[C@H](NC(=O)C[C@@H](O)C(CC1CCCCC1)NC(=O)CC1OC1[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1,-9.32994678446193,0
M2R-decoy_2724,COc1cc(C(=O)N[C@@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)C(c2ccccc2)c2ccccc2)ccc1O,-9.32336843117447,0
M2R-decoy_5268,O=C(N[C@H]1CO[C@@H]2[C@H](OCc3ccccc3)CO[C@H]12)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1,-9.32252189078165,0
M2R-decoy_3514,CC(C)c1nc(CN(C)C(=O)N[C@@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,-9.32026603338479,0
M2R-decoy_2710,CC(=O)NCC#CCC(NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)[C@@H](O)CC(=O)N1CCOC(CC[NH3+])C1,-9.31641038969295,0
M2R-decoy_678,Cn1ccnc1C(C)(O)C#Cc1cc2c(cc1F)OCCn1cc(C(N)=O)nc1-2,-9.31324373591475,0
ASD01810029,COc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CCNC3,-9.30505035455235,1
M2R-decoy_5707,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C[C@H](C)c1ccccc1,-9.29928631734171,0
M2R-decoy_4999,C=CC[C@@H](CC(=O)N[C@@H](CO)Cc1ccccc1)C(=O)N[C@H](COC(=O)[C@@H](CC=C)Cc1ccc(F)cc1)Cc1c[nH]c2ccccc12,-9.28700097559724,0
M2R-decoy_11544,CS(=O)(=O)Cn1cnc2c(N3C4CCC3COC4)nc(c3cnc(N)nc3)cc21,-9.27866183690985,0
M2R-decoy_9978,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)N5CCOCC5)C(=O)N4C3)cc(c3nc(C(C)C)cs3)nc2c1C,-9.27545921619883,0
M2R-decoy_5024,CCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)CN=[N+]=[N-])C(=O)N[C@H](/C=C/S(=O)(=O)c1ccc(O)cc1)CC(C)C,-9.27256087895766,0
M2R-decoy_2657,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc1cccc(Oc2ccccc2)c1)C(=O)N[C@H](C(=O)OCc1ccccc1)[C@H](C)O,-9.26200637947968,0
M2R-decoy_1957,CC(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C,-9.25585962374673,0
M2R-decoy_6016,CC1=N[C@H](CC(C)C)C(=O)N(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)c2cc(C(=O)OC(C)(C)C)ccc21,-9.2411965664244,0
M2R-decoy_7116,COc1cc(COc2c(Cl)cccc2c2csc(N3CC[C@H](C(=O)[O-])[C@H](OC)C3)n2)cc2c1C[NH+](C1CCOCC1)CC2,-9.2370603607827,0
M2R-decoy_2746,CCC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1,-9.23215943308468,0
ASD01810030,O=C1CCc2cc3c(c4c5cc(O)ccc5n1c24)CNCC3,-9.22828907138976,1
M2R-decoy_4624,COC[C@@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)OC,-9.22489287897656,0
M2R-decoy_10010,N#Cc1ccc(Nc2nc(Oc3ncnc4ccccc34)nc(N3CC[NH+](C(c4ccccc4)c4ccc(Cl)cc4)CC3)n2)cc1C(F)(F)F,-9.22320804212018,0
M2R-decoy_4047,Nc1nc2c(ncn2COCCOP(=O)(NC(Cc2ccccc2)C(=O)OCc2ccccc2)Oc2ccccc2)c(=O)[nH]1,-9.22202902451109,0
M2R-decoy_1158,O=C(NNC(=S)Nc1ccccc1C(F)(F)F)c1ccncc1,-9.21957743850258,0
ASD01810003,O=C1CCc2cc3c(c4c5c(O)cccc5n1c24)CCNC3,-9.19583282518288,1
ASD01820024,CCCN(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,-9.19201326637611,1
M2R-decoy_11134,Cc1cc[n+](c2[n-]c(=O)sc2C=NNC(=O)c2ccccc2O)cc1C,-9.19141672849528,0
M2R-decoy_11543,O=C(CC(=O)c1cc(Cl)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O)c1cccnc1,-9.18078463622522,0
M2R-decoy_8127,CCOC1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(c4nc(C(C)C)cs4)nc4c(C)c(OC)ccc34)CN2C1=O,-9.17643908970148,0
M2R-decoy_4210,CCCc1nc2c(C)cc(C(=O)NCCc3ccc(OC)cc3)cc2n1Cc1ccc(c2ccccc2C(=O)NC2=NN=NN2)cc1,-9.17576981272321,0
M2R-decoy_5713,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccc(c2nccs2)cc1)C(=O)NC(=O)[C@@H](C)C(C)C,-9.15997332775479,0
M2R-decoy_1820,CN1Cc2c(C3=CCC([NH2+][C@@H](CO)C(=O)[O-])CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,-9.15528782375568,0
M2R-decoy_1814,CCOc1ccc(Cc2cc(C34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F,-9.15472717893751,0
M2R-decoy_11549,C[NH2+]CC[NH2+][C@@H]1c2cc3c(cc2[C@@H](c2cc(OC)c(O)c(OC)c2)[C@H]2C(=O)OC[C@H]12)OCO3,-9.14276948820308,0
M2R-decoy_2658,COc1cc(C(=O)OC[C@H]2O[C@@H](Oc3ccc([C@@H]4Oc5c(OC)cc(CCCO)cc5[C@H]4CO)cc3OC)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O,-9.13938747121855,0
