ligand_id,SMILES,dock38_score,is_active
M2R-decoy_9600,CCOC(=O)C1(C(O)c2cccs2)CO1,-25.86,0
M2R-decoy_9686,O=S(=O)(C1CC1)N1CCc2ncc(Cn3cncn3)n2CC1,-25.86,0
M2R-decoy_10586,O=C(NC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3)N1CCOCC1,-25.85,0
M2R-decoy_1220,Nc1c(Br)cc(Br)c2nsnc12,-25.85,0
M2R-decoy_3275,C=CCCCN(Cc1ccccc1)S(=O)(=O)c1ccccc1Br,-25.85,0
M2R-decoy_5737,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CC[NH+](C)C,-25.85,0
M2R-decoy_5944.1,CCCN(CCC)c1cc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2cc1NC(=O)c1ccco1,-25.85,0
M2R-decoy_7558,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)[C@]2(C)[C@@H](OC(=O)c3ccccc3)CC[C@@H](C)[C@]23OC(C)(C)[C@H]1[C@H]3OC(=O)c1cccnc1,-25.85,0
M2R-decoy_600,NS(=O)(=O)c1cccc(/N=C2\C(=O)Nc3ccc(Cl)cc32)c1,-25.84,0
M2R-decoy_6404.1,CO[C@@H]1CN(c2cccc(c3cccc(C)c3OCc3ccc4c(c3C)CC[NH+](C3CCOCC3)CC4)n2)CC[C@@H]1C(=O)[O-],-25.84,0
M2R-decoy_11254,O=C(C1CCN(S(=O)(=O)c2cccs2)CC1)N1CCN(c2ccccc2F)CC1,-25.83,0
M2R-decoy_2799,Cc1cc(OCCCc2c3n(c4c2ccc(Cl)c4c2c(C)nn(C)c2C)C[C@H](C)N(Cc2ccc(C(=O)[O-])o2)C3=O)cc(C)c1Cl,-25.83,0
M2R-decoy_10797,O=C(CCS(=O)(=O)c1ccc(Br)cc1)N1CCN(c2ccccc2F)CC1,-25.82,0
M2R-decoy_6899,COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(N(C)C)cc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1,-25.82,0
M2R-decoy_9245,CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C(=O)c1c(O)c(c2ccc(O)cc2)c[nH]c1=O,-25.82,0
M2R-decoy_2133,C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(F)ccc2OCCC)C(=O)Cc2ccsc2)cc1,-25.81,0
M2R-decoy_2977,CCOC(=O)C(=O)c1cc(c2ccccc2)n(c2ccc(S(C)(=O)=O)cc2)c1C,-25.81,0
M2R-decoy_4674,COc1cccc(Cn2cc(CNC(=O)C3COC(c4ccccc4)=N3)nn2)c1,-25.81,0
M2R-decoy_6291,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)Oc2cc(C#Cc3ccccc3F)ccc2S1(=O)=O,-25.81,0
M2R-decoy_6850,Cc1ccc(S(=O)(=O)N2C[C@H]3[C@H]4C(=O)N(c5ccccc5)C(=O)[C@H]4C[C@H](OC(=O)Nc4cccs4)[C@@]3(O)C2)cc1,-25.81,0
M2R-decoy_11446,Cc1cccc(N2CCN(C(=O)CCS(=O)(=O)c3ccc(Br)cc3)CC2C)c1,-25.8,0
M2R-decoy_2853,Cc1cc(C(=O)CSc2nnc(Cc3ccccc3)o2)c(C)n1Cc1ccc2c(c1)OCO2,-25.8,0
M2R-decoy_7560,O=C(c1ccccc1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,-25.8,0
M2R-decoy_1297,CSc1nc2ccc(F)cn2c(=N)c1S(=O)(=O)c1ccccc1,-25.79,0
M2R-decoy_7657,C[C@H]1CC2(C)OC2[C@H](C)C[C@@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC1=O,-25.79,0
M2R-decoy_8342,CCNC(=O)c1ccccc1CCC(SCC(CC)C(=O)[O-])c1cccc(OCc2ccc3ccc(Cl)cc3n2)c1,-25.79,0
M2R-decoy_9480.1,CC(C)C[C@H]1CNC(=S)N1C[C@H]1CCC[NH+]1C[C@H](Cc1ccc(O)cc1)N1C[C@H](Cc2ccc(O)cc2)N(CC2CCCCCC2)C1=S,-25.79,0
M2R-decoy_9653,COc1cc(N2CC[C@@H](OC)[C@@H]2Cc2cnn(C)c2)ncn1,-25.79,0
M2R-decoy_11362,Cc1ccnc2nc(C(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)nn12,-25.78,0
M2R-decoy_10255,CC(C)(C)C12COC(C3=CC(=O)C(Br)=CC3=[N+]=[N-])(OC1)OC2,-25.78,0
M2R-decoy_150,Cc1ccc(C2C(C#N)=C(N)SC(N)=C2C#N)o1,-25.78,0
M2R-decoy_2280,Cc1cc(NC(=O)CSCC(=O)OC(C)C(=O)N(C)Cc2ccccc2)no1,-25.78,0
M2R-decoy_2480,COC(=O)N(C)COc1ccc(C#N)cc1,-25.77,0
M2R-decoy_1409,Cc1cc(C)c(NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)c(C)c1,-25.77,0
M2R-decoy_2324,CCCN(CC1CC1)c1nc(c2ccc(Cl)cc2OC)n(C)n1,-25.76,0
M2R-decoy_243,Nc1cc(=O)n2c(n1)sc1nc3ccccc3nc12,-25.76,0
M2R-decoy_1564,C[C@H]1C=C[C@@H](/C=C\CC/C=C/C(=O)NCC(C)(C)O)OO1,-25.76,0
M2R-decoy_161,Brc1ccccc1c1csnn1,-25.76,0
M2R-decoy_1746,CCOc1cc(C(=S)N2CCCCC2)ccc1OS(=O)(=O)c1ccc(Br)cc1,-25.76,0
M2R-decoy_5731,CC(O)CNc1nc(N(C)Cc2ccccc2)c2nc(NCC(C)O)nc(N(C)Cc3ccccc3)c2n1,-25.76,0
M2R-decoy_6300,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CCN(S(=O)(=O)c2cccnc2)CC1,-25.76,0
M2R-decoy_7895,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OCCCO[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,-25.76,0
M2R-decoy_11161,Cn1nnnc1Sc1ncnc2scc(c3cccc(S(C)(=O)=O)c3)c12,-25.75,0
M2R-decoy_11312,CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)CC1,-25.75,0
M2R-decoy_385,CC(C)c1ccc2c(c1)/C(=N/NC(N)=S)CCS2(=O)=O,-25.75,0
M2R-decoy_5149,COc1ccc(n2c(C)c(CC(=O)OCCO[N+](=O)[O-])cc2c2ccc(S(C)(=O)=O)cc2)cc1,-25.75,0
M2R-decoy_5158,CCC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)N3CCN(c4cc(C)ccc4C)CC3)ccc21,-25.75,0
M2R-decoy_5201,Cc1cc(Cl)c2cc(C(=O)N[C@H](C)c3ccc(S(=O)(=O)CC(=O)OCCS(C)(=O)=O)cc3)n(C)c2c1,-25.75,0
M2R-decoy_7749,CC(=O)O[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@](C)(O)C23OC(C)(C)C(C[C@H](OC(=O)c4ccco4)[C@]12C)[C@H]3Oc1cccc2ccccc12,-25.75,0
M2R-decoy_8339,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](Cc2nc(C(C)(C)C)no2)NC(=O)c2cc(C)on2)cc1,-25.75,0
M2R-decoy_8354,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Oc2ccc3occc3c2)cc1,-25.75,0
M2R-decoy_9858.1,O=C(c1cccc(O)c1)c1ccc(c2cccc(NS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)c2)s1,-25.75,0
M2R-decoy_3750,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)cc2)cc1,-25.74,0
M2R-decoy_5219,COc1ccc(c2c(C)nc3c(N4CC[C@@H](NS(=O)(=O)c5ccc(C(C)=O)cc5)C4)cc(C)nn32)cc1OC,-25.74,0
M2R-decoy_10823,CCc1nnc(SCC(=O)N2CCN(c3ccccc3)CC2)c2cc3sc(Cl)cc3n12,-25.73,0
M2R-decoy_11203,COC(=O)C1=C(OC)C(=O)OC1C1=C(Cl)c2cc(Br)ccc2OC1,-25.73,0
M2R-decoy_2874,C#CCOC(c1ccc(N(CC#C)S(=O)(=O)c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F,-25.73,0
M2R-decoy_3669,CC(C)OC(=O)[C@@H](O)[C@H](CO)C1=CC([Si](C)(C)c2ccccc2)=CON1,-25.73,0
M2R-decoy_4883,CCc1c(Cc2cc(C)cc(C)c2)n(COCC#Cc2ccc(COCn3c(Cc4cc(C)cc(C)c4)c(CC)c(=O)[nH]c3=O)cc2)c(=O)[nH]c1=O,-25.73,0
M2R-decoy_9594,NC(=O)c1cc(S(=O)(=O)N2CCc3ccccc3C2)cs1,-25.73,0
M2R-decoy_11152,O=S(=O)(c1ccccc1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,-25.72,0
M2R-decoy_2543,CCOC(=O)[C@@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,-25.72,0
M2R-decoy_6797,CCCC(=O)N1CCC2(CC1)CN(S(=O)(=O)c1ccc(C)cc1)[C@@H](CO)c1[nH]c3cc(OC)ccc3c12,-25.72,0
M2R-decoy_10409,Cc1nn(CCC#N)c2c1P(=S)(N1CCCC1)OC(c1ccc(F)cc1)=N2,-25.71,0
M2R-decoy_10554,Cc1ccc(S(=O)(=O)N2CCOC2C(Cl)(Cl)Cl)cc1,-25.71,0
M2R-decoy_11215,O=S(=O)(c1ccccc1Cl)N1CCN(c2ccc(N3CCCCC3)nn2)CC1,-25.71,0
M2R-decoy_11306,O=C(CSC(=S)N1CCCC1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,-25.71,0
M2R-decoy_1748,CCn1c(SCc2csc(N(C(C)=O)c3cccc(C)c3)n2)nc2ccccc2c1=O,-25.71,0
M2R-decoy_4002.1,CC[C@@](C)(c1ccc(O)cc1)[C@H](CCCCN1CCCOP1(=O)N(CCCl)CCCl)c1ccc(O)cc1,-25.71,0
M2R-decoy_4156,C=CC[C@@H](Cc1ccc(F)cc1)C(=O)O[C@H](CNC(=O)[C@H](CC=C)CC(=O)N(CCO)Cc1ccccc1)c1ccccc1,-25.71,0
M2R-decoy_5303,C=C1[C@@H](OC(C)=O)C[C@H]2[C@@](C)(CC[C@@H](OC(C)=O)[C@@]2(C)COC=O)[C@@H]1C[C@@H](Nc1cccc(F)c1)C1=CCOC1=O,-25.71,0
M2R-decoy_5592,CCCCC(CC)CNC(=O)CCS(=O)(=O)c1cccc2nonc12,-25.71,0
M2R-decoy_7736,O=C(Nc1ccc(/C=C/c2ccc(NC(=O)[C@@H]3CCCN3C(=O)c3ccc4ccccc4n3)cc2)cc1)[C@@H]1CCCN1C(=O)c1ccc2ccccc2n1,-25.71,0
M2R-decoy_242,C/C1=C\CC[C@H](C)[C@@H](C)OC(=O)/C=C/[C@](C)(O)/C=C/[C@@H]1O,-25.7,0
M2R-decoy_4337,CCN(CC)C(=O)c1ccc(NC(=O)CSc2nnnn2c2cc(OC)ccc2OC)cc1,-25.7,0
M2R-decoy_8271,COc1cc(/C=C/C(=O)c2ccc(OCC(O)CNc3ccc4c(c3)OCO4)cc2)cc(OC)c1OC,-25.7,0
M2R-decoy_11054,COCC1CCN(c2nc(N3C4CCC3CC(O)C4)nc3scc(c4ccccc4)c23)CC1,-25.69,0
M2R-decoy_10234,O=C1c2c(Br)sc(Br)c2[C@H]2NC(=S)O[C@@H]12,-25.69,0
M2R-decoy_2103,CO[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,-25.69,0
M2R-decoy_2472,CCC(C#CC(=O)OC)O/C=C/C(=O)OC,-25.69,0
M2R-decoy_3774,O=C1C(=O)N(Cc2ccc(OCCOCCF)cc2)c2ccc(S(=O)(=O)N3CC[C@H]3COc3ccccc3)cc21,-25.69,0
M2R-decoy_4088,COc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](O)[C@H](Cc2ccccc2)n2cc(CNC(=O)c3ccc(CNC(=O)OC(C)(C)C)cc3)nn2)cc1,-25.69,0
M2R-decoy_3453,C=CCCCCCCCCCOP(=O)(OC)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-25.69,0
M2R-decoy_6901,COC(=O)c1c(C)nc(C)c2c1C(=O)C(Br)=C(NC[C@H]1O[C@@H](OC)[C@@H]3OC(C)(C)O[C@H]13)C2=O,-25.69,0
M2R-decoy_8296,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)NCCCCCCN=C=S)cc3)nc2n1C1CCCC1,-25.69,0
M2R-decoy_8479,CSCC[C@H](NC(=O)c1ccc(CN(C(=O)Cc2ccccc2)c2cccnc2)cc1c1ccccc1C)C(=O)[O-],-25.69,0
M2R-decoy_3579,CC(C)c1ccc(/C(=C\CC([NH3+])C(=O)[O-])c2ccccc2F)cc1,-25.68,0
M2R-decoy_3702,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)CCC)c2)=C([O-])O1,-25.68,0
M2R-decoy_7294,CCOC(=O)c1nn(c2ccccc2)c(C)c1c1ccc(C(=O)NS(=O)(=O)c2ccc3ccccc3c2)cc1C(=O)N1CCc2ccccc2C1,-25.68,0
M2R-decoy_2032,CCCC(C)n1c(CC)nc2c(c3ccc(OCCO)nc3C(F)(F)F)ccnc21,-25.67,0
M2R-decoy_2583,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(c3ccc(NC(=O)Nc4ccc(C(=O)N(C)CC[NH+](C)C)cc4)cc3)c2C1=O,-25.67,0
M2R-decoy_457,Fc1cccc(F)c1C#Cc1cccc2[nH]ncc12,-25.67,0
M2R-decoy_6913,O=C(CN(c1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)NCC1CCCO1,-25.67,0
M2R-decoy_7836,CC(=O)O[C@H]1C[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3O,-25.67,0
M2R-decoy_11206,Cc1cccc(CN2C(=O)N(c3cnn(Cc4c(C)noc4C)c3)C(=O)C2(C)C)c1,-25.66,0
M2R-decoy_2780,Cc1cc(OCCCc2c3n(c4c2cccc4c2c(C)nn(C)c2C)CCCN(Cc2cccc(C(=O)[O-])c2)C3=O)cc(C)c1Cl,-25.66,0
M2R-decoy_6698,C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(Br)cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1F,-25.66,0
M2R-decoy_9299,CC(=O)OC[C@@]12CC[C@@]3(C)[C@H]4C(=CC[C@]3(C)[C@H]1[C@H](O)C[C@H]2C(C)C)[C@@]1(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]1C[C@@H]4O,-25.66,0
M2R-decoy_9758,CCOC(=O)[C@@H]1[C@H]2COc3ccc(Br)cc3[C@H]2N2C(=O)N(c3ccc(Br)cc3)C(=O)[C@]12C,-25.66,0
M2R-decoy_123,[O-][N+]1=c2cc(Cl)c(Cl)cc2=[N+]([O-])C12CCCC2,-25.65,0
M2R-decoy_1304,CC(=O)Nc1nc(C)c(c2ccc(S(C)(=O)=O)c(C#N)c2)s1,-25.65,0
M2R-decoy_1808,CSc1ccc(C(=O)NC2(C(=O)N[C@@H]3C(=O)N[C@H]3OC(C)=O)CCCCC2)cc1,-25.65,0
M2R-decoy_3975,COc1ccc(C(=O)/C=C/c2ccc(OCc3cn(CC(O)CN4C(=O)C(=O)c5cc(Cl)ccc54)nn3)cc2)c(OC)c1OC,-25.65,0
M2R-decoy_4708,O=C(NCCN1C(=O)S/C(=C\c2cccnc2)C1=O)c1cccc(OC(F)F)c1,-25.65,0
M2R-decoy_7107,CO[C@@H]1[C@@H](C)O[C@@H](N(OC)[C@@H]2CC[C@]3(C)[C@H]4C[C@@H](O)[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@H](O)[C@H]1OC,-25.65,0
M2R-decoy_9472,CN(C)C(=O)CNC(=O)/C=C/CCCCCCCCCC=C(Br)Br,-25.65,0
M2R-decoy_209,O=S(=O)(c1ccc(O)nn1)c1ccc(F)cc1Cl,-25.64,0
M2R-decoy_8273,CCC(C)(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)(C)CC)c1ccc(C2=NOC(=O)C2)o1,-25.64,0
M2R-decoy_671,CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(C#N)cc2)CC1,-25.64,0
M2R-decoy_8650,CCCc1nc(CC)c(C(=O)OCc2ccccc2c2ccccn2)n1Cc1ccc(c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F,-25.64,0
M2R-decoy_849,O=C(NNC(=S)NCc1ccccc1)c1ccc(Br)o1,-25.64,0
M2R-decoy_10171,O=C(S[C@@]12CC[C@H](O)[C@@H]1C(=O)NC2=O)c1ccccc1Cl,-25.63,0
M2R-decoy_10324,Cc1cccc2sc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc12,-25.63,0
M2R-decoy_2654.1,COc1ccccc1Oc1c(NS(=O)(=O)NCc2ccccc2)nc(c2cnccn2)nc1OCCOc1ncc(Br)cn1,-25.63,0
M2R-decoy_2850,CCN(CC)C(=O)CN(c1cc(N(C)CC)ccc1Cl)S(=O)(=O)c1ccc(OC)c(OC)c1,-25.63,0
M2R-decoy_2882,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](c2ccc3c(c2)CCC3O)[C@H](O)C[C@H]1Cl,-25.63,0
M2R-decoy_5708,Oc1cc(O)cc(CCC/C=C\CCCCCCCCCc2cc(O)cc(O)c2)c1,-25.63,0
M2R-decoy_896,O=C(N1CCCC1)N1CCN(c2ccc(Cl)nn2)C(=O)C1,-25.63,0
M2R-decoy_10115,CC(C)(SCc1ccncc1)[C@H]([NH3+])C(=O)N1C[C@@H](F)C[C@H]1C#N,-25.62,0
M2R-decoy_2846,CN(CCOc1ccc(c2ccn(S(=O)(=O)c3ccc(Cl)cc3)n2)cc1)c1ccccn1,-25.62,0
M2R-decoy_1587,COc1ccc(S(=O)(=O)C(C(=O)NO)C(C)C)cc1,-25.62,0
M2R-decoy_3639,CC(C)CCO[C@@H]1C=CC(=O)[C@@H](Cn2cc(C3CCCC3)nn2)O1,-25.62,0
M2R-decoy_4134,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc2c(c1)C(=CNCc1ccc3ccccc3n1)C(=O)N2,-25.62,0
M2R-decoy_327,O=S1(=O)c2ccccc2Oc2cc(Br)ccc21,-25.62,0
M2R-decoy_5301,C[C@@H](C(=O)NCc1ccc(S(C)(=O)=O)cc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,-25.62,0
M2R-decoy_5407,COc1cccc(Cn2cc(C(=O)Nc3ccc(C)c(S(=O)(=O)N4CCOCC4)c3)c(c3cccc(OC)c3)n2)c1,-25.62,0
M2R-decoy_5462,COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1,-25.62,0
M2R-decoy_9492,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)NCCCCCCC(=O)NO)C1,-25.62,0
M2R-decoy_11187,Cc1c(OCCBr)ccc2c(=O)nc(N3CCSCC3)oc12,-25.61,0
M2R-decoy_2471,CCO/C=C1\N=C(c2ccc(F)cc2)OC1=O,-25.61,0
M2R-decoy_3483,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cnco2)Cc2ccccc2)C(C)C)cs1,-25.61,0
M2R-decoy_3246,COP(=O)(OC)C(OC(=O)COc1ccc(Cl)c(C)c1)C(Cl)(Cl)Cl,-25.61,0
M2R-decoy_4372,CCN(CC)S(=O)(=O)c1cccc(c2nnc(SCCOc3ccc(Cl)cc3)o2)c1,-25.61,0
M2R-decoy_7335,C/C1=C\[C@H](C)C[C@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)c(I)c2)N(C)C(=O)CNC(=O)[C@@H](C)C1,-25.61,0
M2R-decoy_11320,Cc1ccc(F)cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(Cl)nc12,-25.6,0
M2R-decoy_11503,CC(=O)N1C[C@H](F)[C@H](N2CCc3c2nc(N2CCOCC2)nc3c2cnc(N)nc2)C1,-25.6,0
M2R-decoy_2800,Cc1ccc(c2nc(NC(=O)c3ccc(S(=O)(=O)N(CCC#N)CCC#N)cc3)sc2c2ccccc2)cc1,-25.6,0
M2R-decoy_4330,COc1cc(OCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)ccc1C(=O)/C=C/c1ccc(F)cc1,-25.6,0
M2R-decoy_477,CN(c1ccc(N)cc1)c1nc(=O)c2cccnc2s1,-25.6,0
M2R-decoy_5981,CCCCc1nc(Cl)c(C(=O)OC)n1Cc1ccc(NC(=O)[C@H](Cc2cccs2)n2cccc2)cc1,-25.6,0
M2R-decoy_6406,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=[NH2+])NC(=O)C1CCCc2ccccc21,-25.6,0
M2R-decoy_655,O=C(c1ccccn1)N1CCC2(CC1)CN(c1cncnc1)C(=O)CO2,-25.6,0
M2R-decoy_6579,CS(=O)(=O)c1ccc(n2nc(C(N)=O)c3c2-c2cc(NC(=O)c4ccc(C(F)(F)F)cc4[N+](=O)[O-])ccc2CC3)cc1,-25.59,0
M2R-decoy_7408,Cc1cc(C(=O)NC(C)(C)C)cc(C#Cc2ccc3c4c(oc3c2)C(C)(C)c2cc(NS(C)(=O)=O)ccc2C4=O)n1,-25.59,0
M2R-decoy_6684.1,CS(=O)(=O)N(CCC#N)Cc1ccc(/C=C2/C(=O)NC(=S)N(c3ccc(Br)cc3)C2=O)o1,-25.59,0
M2R-decoy_2034,CCOC(=O)c1cnc2c(cnn2CC(Cl)COc2ccccc2)c1NCc1ccccc1,-25.58,0
M2R-decoy_2466,CN(C)C(=O)/C=C/C(=O)c1cccc(F)c1,-25.58,0
M2R-decoy_1575,COC(=O)CSc1ncnc2c1cnn2Cc1ccccc1,-25.58,0
M2R-decoy_4151,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)OC)c1,-25.58,0
M2R-decoy_10342,O=S(=O)(c1c(Cl)nc2sccn12)n1ccc2ncccc21,-25.57,0
M2R-decoy_2892,CCCCN(Cc1ccc(c2ccccc2C2=NNN=N2)cc1)c1ncnc2ccc(O)cc12,-25.57,0
M2R-decoy_2905,COc1nc(NCCc2ccc(Cl)cc2Cl)cc(c2cccc(C(C)(C)C3=NN=NN3)c2)n1,-25.57,0
M2R-decoy_2906,CCOc1ccc(C(=O)Nc2nnc(S(=O)(=O)Nc3ccccc3C)s2)cc1,-25.57,0
M2R-decoy_2907,COc1cc(P(C)(C)=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(C)(=O)=O)n1,-25.57,0
M2R-decoy_4670,CCCCCN(C(=O)CCC(=O)OC(C)C(=O)c1ccc(CC)cc1)c1c(N)n(CCCC)c(=O)[nH]c1=O,-25.57,0
M2R-decoy_5690,CCCCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,-25.57,0
M2R-decoy_3716,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccc(OC)cc1)C(C)C)C(C)C,-25.56,0
M2R-decoy_4292,CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)COc2ccc(C(C)=O)cc2)c1,-25.56,0
M2R-decoy_6950,NC(=O)c1nn(c2ccc(S(N)(=O)=O)cc2)c2c1CCc1ccc(NC(=O)c3ccccc3Br)cc1-2,-25.56,0
M2R-decoy_1495,COc1ccc(S(=O)(=O)NCCSC(C)(C)C)cc1Cl,-25.55,0
M2R-decoy_3738.1,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nc1,-25.55,0
M2R-decoy_5761,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1(C(N)=O)CC1)S(=O)(=O)c1ccc2ncsc2c1,-25.55,0
M2R-decoy_6430,O=C(COc1cccc2ccccc12)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1,-25.55,0
M2R-decoy_191,CC(=O)NC(=S)Nc1ccc(N2CCOCC2)cc1,-25.54,0
M2R-decoy_1405,Cc1cccc(N(C)S(=O)(=O)c2cc3c(cc2Cl)NC(=O)CO3)c1,-25.54,0
M2R-decoy_4694,CC(=O)Oc1ccc(/C=C/S(=O)(=O)N(C)CCc2ccccc2)cc1OC(C)=O,-25.54,0
M2R-decoy_5958,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)OC)N(Cc4ccc(C(C)(C)O)cc4)C(=O)O3)[C@H]21,-25.54,0
M2R-decoy_9342.2,O=C(CCCCCCCCCCCCCCCCc1ccc2c(c1)OCO2)C1=C([O-])CCCC1=O,-25.54,0
M2R-decoy_10757,Cn1nc(C(F)(F)F)c(/C=C/C(=O)/C=C/c2c(C(F)(F)F)nn(C)c2Cl)c1Cl,-25.53,0
M2R-decoy_2738,CNC(=O)c1sc(c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-25.53,0
M2R-decoy_4126,O=C(/C=C/c1ccc(O)c(O)c1)OCCCCCCCCOc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-25.53,0
M2R-decoy_5845,CC(C)(C)C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,-25.53,0
M2R-decoy_4833,Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)CC2CCN(C(=O)OC(C)(C)C)CC2)c1,-25.53,0
M2R-decoy_10467,COC(=O)C1=CSC2(S1)C(C(=O)OC)=CSc1c2ssc1=O,-25.52,0
M2R-decoy_2870,COc1ccc(C(=O)N(C)c2nc(c3cc(OC)c(OC)c(OC)c3)cs2)c(OC)c1,-25.52,0
