ligand_id,SMILES,dock38_score,is_active
M2R-decoy_6163,O=C(Nc1ncc(Br)s1)[C@@H]1[C@@H]2C=C[C@H]([C@H]1C(=O)NCCCc1nc3ccccc3[nH]1)C21CC1,-34.95,0
M2R-decoy_6652,Cn1nc(C(F)(F)F)cc1C(=O)Nc1ccc(S(=O)(=O)N2CCC(NC(=O)OC(C)(C)C)CC2)cc1,-34.95,0
M2R-decoy_9667,Nc1nc(Cl)c2ncn(CCC(CO)CO)c2n1,-34.95,0
M2R-decoy_6980,CC[C@@]1(OC(=O)CCNC(=S)NC(=O)c2ccc(Cl)cc2)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,-34.94,0
M2R-decoy_7343,COc1ccccc1NC(=S)N1CCc2c(sc(NC(=O)c3ccccc3I)c2C(N)=O)C1,-34.94,0
M2R-decoy_2442,CCOC(=O)Cn1nc(/C=C/c2ccccc2)ccc1=O,-34.93,0
M2R-decoy_3616,CNC(=O)[C@@H]([NH2+]Cc1ccc(OCc2ccccc2)cc1)C(C)C,-34.93,0
M2R-decoy_5865,Fc1ccc(F)c(CNc2nnnn2c2cccc(Cl)c2Cl)c1Cl,-34.93,0
M2R-decoy_5878,COc1cc(/C=C/C(=O)N2CCN(c3ccc(F)cc3)CC2)ccc1O,-34.93,0
M2R-decoy_7055,O=C(N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)c1[nH]cnc1C(=O)N1CCc2ccccc2C1,-34.93,0
M2R-decoy_10917,COc1cccc(n2c(SCC(=O)N3c4ccccc4CC3C)nnc2c2ccco2)c1,-34.92,0
M2R-decoy_21,CC(C)c1n[nH]c2c(NCc3ccccc3)ncnc12,-34.92,0
M2R-decoy_5366,CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCCc1ccccc1)CC(=O)N1CCOCC1,-34.92,0
M2R-decoy_6296,O=C(NC[C@H]1CN(c2ccc(S(=O)(=O)N3CCOCC3)c(Cl)c2)C(=O)O1)c1ccc(Cl)s1,-34.92,0
M2R-decoy_8301,O=C(c1ccccc1)c1ccccc1N[C@@H](Cc1ccc(OCCOc2c(Cl)cccc2Cl)cc1)C(=O)[O-],-34.92,0
M2R-decoy_8906.1,C#CCCCCC(=O)OCCCNc1nc2cc(C)c(C)cc2n1CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-34.92,0
M2R-decoy_5822,O=c1n(CCCC2CCCC2)ccn1c1ccc(S(=O)(=O)Nc2ccc(CC[NH2+]C[C@H](O)c3cccnc3)cc2)cc1,-34.91,0
M2R-decoy_6312.2,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](C[NH+](C)Cc1ccncc1)OCCCC[C@H](C)O2,-34.91,0
M2R-decoy_6593,CS(=O)(=O)Nc1c(F)ccc(C(=O)c2n[nH]c3ncc(c4ccc(S(N)(=O)=O)cc4)cc23)c1F,-34.91,0
M2R-decoy_11294,O=C(/C=C/c1ccc(F)cc1)N1CCN(S(=O)(=O)c2cccs2)CC1,-34.9,0
M2R-decoy_1446.2,Cc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,-34.89,0
M2R-decoy_5711,CCNC(=O)C(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](NC(=O)CCCCC1CCSS1)C(C)C,-34.89,0
M2R-decoy_7193,C[C@H](c1nc2c(C3CC3)nccn2c1c1ccc(C#N)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1cccc(C(F)(F)F)c1,-34.89,0
M2R-decoy_6472,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)c(F)c2)CC1,-34.88,0
M2R-decoy_7045,COc1cc(OC)c(c2cn3ccc(N4CC[C@H]([NH2+]Cc5ccc([N+](=O)[O-])cc5)C4)cc3n2)cc1Cl,-34.88,0
M2R-decoy_5782,CCNC(=O)C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)[C@@H](NC(=O)CCCCC1CCSS1)C(C)C,-34.86,0
M2R-decoy_7551,O=c1c2ccc(S(=O)(=O)c3ccc4c(=O)n5c6ccccc6nc5c5cccc3c45)c3cccc(c32)c2nc3ccccc3n12,-34.86,0
M2R-decoy_9985,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(NC(=O)c5cc(NC(=O)c6cc([N+](=O)[O-])cn6C)cn5C)cc3)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,-34.86,0
M2R-decoy_6239,Cc1cccc(C(=O)c2c(OCC(=O)Nc3ccc(S(N)(=O)=O)cc3C)ccc3cc(Br)ccc23)c1,-34.85,0
M2R-decoy_4666.1,O=C(N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NCCOCc1ccccc1)OCc1ccccc1,-34.84,0
M2R-decoy_5831,Cc1nc2ccccc2n1Cc1nnc(Nc2ccccc2Cl)s1,-34.84,0
M2R-decoy_6745,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(c4ccc(S(N)(=O)=O)cc4)cc23)c1F,-34.84,0
M2R-decoy_11310,C[C@H]1CN(c2nc(N3CCOCC3)c3sc(c4cncnc4)cc3n2)C[C@@H](C)O1,-34.83,0
M2R-decoy_10161,c1nc(NC2CCC[NH2+]C2)c2cc(c3cncs3)ccc2n1,-34.83,0
M2R-decoy_1701,CCOc1cccc(c2nnc3sc(COc4ccc(C)cc4)nn32)c1,-34.83,0
M2R-decoy_4327,O=C(NCc1ccco1)C(c1ccco1)N(CCc1ccccc1)C(=O)Cn1nnc2ccccc21,-34.83,0
M2R-decoy_7050,CS(=O)(=O)Nc1ccc(c2ccc3[nH]nc(c4cncc(O[C@H]5C[NH2+]CCC56CC6)n4)c3c2)c(F)c1,-34.83,0
M2R-decoy_11001,COc1ccc(N2C(=O)/C(=C/c3ccc4c(c3)c3ccccc3n4C)SC2=S)cc1OC,-34.82,0
M2R-decoy_11223,[O-][n+]1nc2c(I)cnn2c2cc(OCc3cccs3)ccc21,-34.82,0
M2R-decoy_3238,COc1cc(OC)c(C(=O)/C=C/c2cn(c3ccccc3)nc2c2ccsc2)c(OC)c1,-34.81,0
M2R-decoy_5455,CC(=O)Oc1ccc(/C=C/S(=O)(=O)CCc2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1OC(C)=O,-34.81,0
M2R-decoy_7417,Cc1ccc(/N=C2\C(=O)Nc3ccc(Br)cc32)cc1/N=C1\C(=O)Nc2ccc(Br)cc21,-34.81,0
M2R-decoy_752.1,Cc1cc(OC2CCCCC2)c(S(C)(=O)=O)cc1C(=O)[NH+]=C(N)N,-34.81,0
M2R-decoy_10801,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@@]3(C)OC(=O)C(C(C)=O)=C3C2=CO1,-34.8,0
M2R-decoy_10914,COc1ccc(S(=O)(=O)N2CCN(c3ncnc4c3snc4c3ccccc3)CC2)cc1,-34.8,0
M2R-decoy_1273,Cc1cccc(N2CCN(S(=O)(=O)c3cccc(O)c3)CC2)c1,-34.8,0
M2R-decoy_1499,CCN(CC[NH2+]Cc1coc(c2cccc(F)c2)n1)c1cccc(C)c1,-34.8,0
M2R-decoy_1407,O=C(N/N=C/c1cccnc1)c1cc2cc(Br)ccc2oc1=O,-34.8,0
M2R-decoy_2857,CCN(CC)S(=O)(=O)c1ccc(c2ccc(S(=O)(=O)N(CC)CC)cc2)cc1,-34.8,0
M2R-decoy_3447,C=CCn1c(SCc2ccc(C#N)cc2)nnc1c1ccccc1,-34.8,0
M2R-decoy_3025,COC(=O)c1ccc(COC(=O)c2c(C)nn(Cc3ccccc3Cl)c2Cl)o1,-34.79,0
M2R-decoy_412,Nc1nc(N)nc(c2ccc(Cl)cc2Cl)n1,-34.79,0
M2R-decoy_3395,Cc1ccc(C(=O)CCCC#Cc2ccc(C3=NCCO3)cc2)s1,-34.79,0
M2R-decoy_4864,C[N+](C)(C)CCNC(=O)CCc1cnc(N2CCC(c3nc(COc4ccc(n5cnnn5)cc4)cs3)CC2)nc1,-34.79,0
M2R-decoy_6595,O=C(CCNS(=O)(=O)c1cccc2nsnc12)N1CCN(c2ccc(Br)cn2)CC1,-34.79,0
M2R-decoy_1046,CC1(OC(=O)N2CCC3(CC2)C[C@H]3CNC(=O)N2Cc3ccncc3C2)COC1,-34.78,0
M2R-decoy_3559,CC(C)OC(=O)[C@H](Cc1ccccc1)NP(=O)(CCSCCn1cnc2c(=O)[nH]cnc21)N[C@@H](Cc1ccccc1)C(=O)OC(C)C,-34.78,0
M2R-decoy_3290,CS(=O)(=O)c1ccccc1CCCCCCC(=O)c1ncc(c2ccccn2)o1,-34.78,0
M2R-decoy_6065,CNC(=O)c1c2cc(c3ccc4nnn(Cc5ccccc5)c(=O)c4c3)c(N(C)S(C)(=O)=O)cc2oc1c1ccc(F)cc1,-34.78,0
M2R-decoy_8458,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(OCc3ccccc3)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,-34.78,0
M2R-decoy_2837,CC(C)N(Cc1nc(c2ccc(Cl)cc2)no1)C(=O)CN(C)S(=O)(=O)c1ccc(Cl)cc1,-34.77,0
M2R-decoy_3011,CN(C)/C=C/C(=O)c1ccc([N+](=O)[O-])c(CS(=O)(=O)c2ccc(Cl)cc2)c1,-34.77,0
M2R-decoy_5954,Cc1nccc2c3ccc(OCc4cn(C/C=C/c5ccccc5)nn4)cc3n(Cc3cn(C/C=C/c4ccccc4)nn3)c12,-34.77,0
M2R-decoy_10631,O=C(c1ccccc1Cl)N1CCn2c(nnc2c2ccncn2)C1,-34.76,0
M2R-decoy_5504,CO/N=C(\C(=O)N(C)n1cnnc1)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,-34.76,0
M2R-decoy_654,CC(=O)OC(C)n1cnc2c(Cl)nc(I)nc21,-34.76,0
M2R-decoy_9655,C[C@@H]1O[C@H](CNC(=O)/C=C/c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,-34.76,0
M2R-decoy_588,O=C(c1ccccc1)n1[nH]c(=O)n(c2ccc(Cl)cc2)c1=O,-34.75,0
M2R-decoy_6598,CCCCC#Cc1nc(NCc2cccc(Br)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,-34.75,0
M2R-decoy_10501,O=C(C(=O)N1CCN(c2ccncc2)CC1)c1cccc(Br)c1,-34.74,0
M2R-decoy_1351,O=c1c(Cl)c(C(F)(F)F)oc2ccc([N+](=O)[O-])cc12,-34.74,0
M2R-decoy_1470.1,O=P1(Oc2ccccc2)CC=C[C@H](COCc2ccccc2)O1,-34.74,0
M2R-decoy_1624,C[NH+](Cc1ccc(Br)s1)Cn1nc(c2ccccc2)oc1=O,-34.74,0
M2R-decoy_3605,OC(C[NH2+]CCn1cccn1)COc1ccc2ccccc2c1,-34.74,0
M2R-decoy_3990,CCCCCc1ccc(C#Cc2c3cn([C@H]4C[C@H](OC(C)=O)[C@@H](COC(C)=O)O4)c(=O)nc3oc2c2ccc(CCCCC)cc2)cc1,-34.74,0
M2R-decoy_3405,COCc1cc(C)nc(SCc2ccc(Cl)cc2)c1C#N,-34.74,0
M2R-decoy_8700,CCc1ccc(/C=C2\SC(=O)N(CCCCCNC(=O)c3ccc(Nc4ccc([N+](=O)[O-])c5nonc45)cc3)C2=O)cc1,-34.74,0
M2R-decoy_10344,O=c1n(Cc2cccc(Br)c2)nc2ccc(c3ccccc3)nn12,-34.73,0
M2R-decoy_1461,NC(=O)C[S+]([O-])Cc1ccccc1Oc1ccc(Cl)c(F)c1,-34.73,0
M2R-decoy_3303,CCCn1cc(c2cccnc2)nc1CCc1nc2cccc(C)n2n1,-34.73,0
M2R-decoy_1009,Cn1ncc2c1CN(C(=O)NCc1ccc(S(=O)(=O)c3ccccc3)cn1)C2,-34.71,0
M2R-decoy_10909,N#Cc1cc2c(=O)n3ccccc3nc2n(c2nnc(SCc3ccccc3F)s2)c1=O,-34.71,0
M2R-decoy_13,Cc1ccc(c2cnc(N)c(n3cc(C)nn3)c2)cc1,-34.71,0
M2R-decoy_4696,CCn1c(SCC(=O)Nc2ccc(N3CCOCC3)cc2)nnc1c1ccco1,-34.71,0
M2R-decoy_7775,Brc1cc(Br)c2c(SCc3ccc(c4cccc(C5=NN=NN5)c4)cc3)nc(CCc3ccccc3)nc2c1,-34.71,0
M2R-decoy_9828,CC(C)C[C@@H]1OC(=O)C(C)(C)CNC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)/C=C/C[C@@H]([C@H](C)/C=C/c2ccccc2)OC1=O,-34.71,0
M2R-decoy_2019,CCCSc1nc(N/N=C/c2ccc(Br)cc2)c2nnn(Cc3ccccc3)c2n1,-34.7,0
M2R-decoy_2798,O=C(Nc1ncc(Cc2cccc(Cl)c2Cl)s1)c1ccc(CSc2nnc(c3ccncc3)n2c2ccccc2)cc1,-34.7,0
M2R-decoy_5302.1,COc1c(C(C)(C)C)cc(C2SCC(=O)N2CCC[NH+](C)CCOc2ccc3c(c2)OCO3)cc1C(C)(C)C,-34.7,0
M2R-decoy_6799,CC(Oc1ccc(c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)C(=O)N1CCN(c2ccc(Br)cc2)CC1,-34.7,0
M2R-decoy_10426,CS(=O)(=O)c1ccc(Cc2nnc3n2N=C(c2ccc(Cl)cc2Cl)CS3)cc1,-34.69,0
M2R-decoy_10498,CC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,-34.69,0
M2R-decoy_10772,CC1=CSC(OCc2ccccc2)(c2ccc(Cl)cc2)c2noc(=O)n21,-34.69,0
M2R-decoy_4160,CCC(C)(C)NC(=O)C(c1ccc(OC)cc1)N(CC1CCCO1)C(=O)CCC(=O)Nc1cc(C)on1,-34.69,0
M2R-decoy_11198,COc1ccc(N2CCN(C(=O)Cn3c(=O)c4cccn4c4cccnc43)CC2)cc1,-34.68,0
M2R-decoy_3325,O=C(CSc1nnc(Cc2ccccc2)n1c1ccc(F)cc1)N1CCOCC1,-34.68,0
M2R-decoy_7340,CC1OC(n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)N(C)C4=O)CC([NH2+]Cc2ccccc2)C1O,-34.68,0
M2R-decoy_7350,O=C1CCc2c(Oc3ccc4c(c3)C[C@H](NC(=O)c3cc(C(F)(F)F)cc(c5cn[nH]c5)c3)CC4)ccnc2N1,-34.68,0
M2R-decoy_939,O=C(Nc1ccc(F)cc1F)Nc1c[nH]c(=O)[nH]c1=O,-34.68,0
M2R-decoy_10811,O=S(=O)(c1ccc2nncn2c1)N(Cc1cccc(F)c1)c1ccc(F)c(F)c1,-34.67,0
M2R-decoy_7872,CCS(=O)(=O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)ncc(F)c3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,-34.67,0
M2R-decoy_3038,O=C(CSc1nnc(c2cnccn2)n1Cc1ccco1)c1ccc(Cl)c(Cl)c1,-34.66,0
M2R-decoy_11429,CC(=O)N1c2ccc(S(=O)(=O)N3CCCC(C(=O)N4CCCCC4)C3)cc2CC1C,-34.65,0
M2R-decoy_10009,CC(=O)[C@]1(O)CC[C@]2(O)[C@]3(O)CC=C4C[C@@H](OC(=O)/C=C/c5ccccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3C[C@@H](OC(=O)/C=C(\C)C(C)C)[C@]12C,-34.65,0
M2R-decoy_3672,CCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1ccc(N)cc1,-34.65,0
M2R-decoy_5464,CN(C)c1ccc([C@@H]2[C@@H](C(=O)NCc3ccccc3CN3CCCC3=O)OCC(=O)N2c2ccc(Cc3ccncc3)cc2)cc1,-34.65,0
M2R-decoy_10189,CC1C(c2ccccc2)=Nn2c(=O)n(c3ccccc3)c(=O)n21,-34.64,0
M2R-decoy_873,Fc1ccc(N2CCN(C(=S)N/N=C\c3ccccn3)CC2)cc1,-34.64,0
M2R-decoy_932,Cn1c([N+](=O)[O-])cnc1/C=C1\Oc2ccc(Br)cc2C1=O,-34.64,0
M2R-decoy_10954,CCc1nc(N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)c2c(C)c(C)sc2n1,-34.63,0
M2R-decoy_11316,O=C(CN1C(=O)C2CC=CCC2C1=O)OCc1cc(=O)n2cc(Br)ccc2n1,-34.63,0
M2R-decoy_4660,CCNC(=O)C(=O)[C@H](Cc1ccc(C)cc1)NC(=O)[C@@H](NC(=O)CCCCC1CCSS1)C(C)C,-34.63,0
M2R-decoy_6238,O=C1C(Cl)C(c2ccccc2)N1n1c(CSc2nnc(c3ccncc3)o2)nc2ccc(Br)cc2c1=O,-34.63,0
M2R-decoy_10423,O=S(=O)(c1ccc(F)cc1)N1CCC[C@H](c2nc(c3ccc(F)cc3)no2)C1,-34.62,0
M2R-decoy_11365,CCC(CC)C1=NN2C(=[NH2+])/C(=C\c3c(C)[nH]c4ccccc34)C(=O)[NH+]=C2S1,-34.62,0
M2R-decoy_1434,O=C(CCCSc1ccccc1)NNC(=O)c1cccs1,-34.62,0
M2R-decoy_390,CN1C(=O)C(=CNc2ccc(Br)cc2)C(=O)N(C)C1=O,-34.62,0
M2R-decoy_4,O=c1oc2ccccc2c(Cl)c1/C=N/c1nncs1,-34.62,0
M2R-decoy_10937,Cc1cn(c2ccc3n(c2=O)CCN(CCOc2ccc(Cl)cc2C(F)(F)F)C3=O)cn1,-34.61,0
M2R-decoy_25,Cc1c(C)n(CCO)c2ncnc(Nc3ccc(F)cc3)c12,-34.61,0
M2R-decoy_1776,N#C[C@H](Cc1ccc(c2ccc3c(c2)COC3=O)s1)NC(=O)[C@H]1[NH2+][C@@H]2CC[C@H]1C2,-34.61,0
M2R-decoy_5309,O=C(OCc1nc(c2ccccc2)oc1C(F)(F)F)c1ccc(CC(SCCc2ccc(F)cc2)C(=O)[O-])cc1,-34.61,0
M2R-decoy_5648,CCCCOc1ccc(/C=C(\C)Cn2cc(CCCCCc3c[nH]c(N)n3)nn2)cc1,-34.61,0
M2R-decoy_7309,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccccc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,-34.61,0
M2R-decoy_833,Cc1nn(C)c(C(=O)N/N=C/c2cccnc2)c1Br,-34.61,0
M2R-decoy_10413,Cc1nc(SCC(=O)N2CCN(c3ccccc3)CC2)c2oc3ccccc3c2n1,-34.6,0
M2R-decoy_4573,COc1cc(N(CCCn2cnc3c(SC)ncnc32)CCCn2cnc3c(SC)ncnc32)cc(OC)c1OC,-34.6,0
M2R-decoy_6871,COc1ccc(C2C(C(=O)OC(C)C)=C(C)N=c3s/c(=C\c4cc(Cl)ccc4O)c(=O)n32)cc1,-34.6,0
M2R-decoy_7038,COc1cc(OCc2csc(N3CCC([NH+]4CCOCC4)CC3)n2)c2cc(c3cn4nc(C)ccc4n3)oc2c1,-34.6,0
M2R-decoy_8543,COc1ccc(OCCC[NH+](C)CCOc2ccc3c(c2)OCO3)c(C2(OC)Sc3ccccc3N(C)C2=O)c1,-34.6,0
M2R-decoy_3109,COc1ccc(c2nnc3ccc(c4cccc(OC(C)C)c4)cn32)cc1OC,-34.59,0
M2R-decoy_4370,COc1ccc(C(=O)/C=C/c2ccc(OCc3cn(CC(O)CN4C(=O)C(=O)c5cc(Cl)ccc54)nn3)cc2)cc1,-34.59,0
M2R-decoy_7834,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@@](C)(O)/C2=N/OCc1cn(c2cc(C)cc(C)c2)nn1,-34.59,0
M2R-decoy_11068,c1ccc(Sc2nc(Sc3ccccc3)c3ncn(C4CNc5ccccc5CO4)c3n2)cc1,-34.58,0
M2R-decoy_10022,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](NC(=O)CCCC(=O)OCc3ccc4ncnc(Nc5ccc(F)c(Cl)c5)c4c3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,-34.57,0
M2R-decoy_2831,CCCN(CCC)C(=O)CSc1nc2ccccc2c(=O)n1CC1COc2ccccc2O1,-34.57,0
M2R-decoy_7052,O=C(Cc1cccc2ccccc12)NCCNC(=O)C1(NC(=O)c2ccc(C(F)(F)F)nc2)CCCC1,-34.55,0
M2R-decoy_10769,O=c1c(Cl)c(Cl)cnn1c1ccc(S(=O)(=O)Oc2ccccc2F)cc1,-34.53,0
M2R-decoy_1228,CNC(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N,-34.53,0
M2R-decoy_2052.1,CCCCc1ccc(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Br)cc1,-34.53,0
M2R-decoy_3133,CN(CCCl)P(=O)(OCC1=CC(=O)c2ccccc2C1=O)N(C)CCCl,-34.53,0
M2R-decoy_4258,CCCCCC(O)C#Cc1cn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)[nH]c1=O,-34.53,0
M2R-decoy_6508,OCC12CC1C(n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)C(O)C2O,-34.53,0
M2R-decoy_1830,CC(C)c1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C(=O)/C=C/c2ccc(C(F)(F)F)cc2)cc1,-34.52,0
M2R-decoy_2039,COc1cc(C)ccc1OCCn1cccc1/C=N/Nc1nc2ccccc2s1,-34.52,0
M2R-decoy_1683,CO/C=C(/C(=O)OC)c1ccccc1COc1ccc2c(C)c(C)c(=O)oc2c1,-34.52,0
M2R-decoy_4402,COCCCn1c(CSc2nc(C)cc(C)n2)nnc1SCC(=O)Nc1ccc(C)c(C)c1,-34.52,0
M2R-decoy_10946,CCS(=O)(=O)c1oc(c2ccc(F)cc2)nc1S(=O)(=O)c1ccc(Br)cc1,-34.51,0
M2R-decoy_6658,CCOc1ncc(c2ncc(OC)c3c(C(=O)C(=O)N4CCN(C(=O)c5ccccc5)CC4)c[nH]c32)s1,-34.5,0
M2R-decoy_11195,CC(C)(C)c1cc(C(=O)N2CCN(c3nccnc3C#N)CC2)n(Cc2ccccc2)n1,-34.49,0
M2R-decoy_1367,Cc1ccc(Cl)c2c1NC(=O)/C2=N\NC(=O)C(C)c1ccc(O)cc1,-34.49,0
M2R-decoy_1668,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(OC(F)(F)F)c3)cc2o1,-34.49,0
M2R-decoy_6970,NS(=O)(=O)c1ccccc1c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,-34.48,0
M2R-decoy_863,Oc1nc(O)c(I)c(NCc2ccccc2)n1,-34.48,0
M2R-decoy_8989,C[C@@H](OCc1ccccc1)[C@@H](C#N)NC(=O)[C@H](Cc1cccc(Br)c1)NC(=O)c1ccc(c2cccnc2)cc1,-34.48,0
M2R-decoy_9080,O=C(/C=C/c1c(OCc2cn(Cc3ccccc3)nn2)ccc2ccccc12)c1ccc(Br)cc1,-34.47,0
M2R-decoy_10147,Brc1ccc(Nc2ccc(C3C[NH2+]CCO3)cn2)nc1,-34.46,0
M2R-decoy_2830,Clc1ccc(CC[C@@]2(Cn3ccnc3)OC[C@@H](COc3ccc(Br)cc3)O2)cc1,-34.46,0
M2R-decoy_8955,Clc1ccc(C(COCc2ccc(OCc3ccc(OCc4ccccc4)cc3)cc2)Cn2cncn2)c(Cl)c1,-34.46,0
M2R-decoy_10150,Cc1cc(O)c(C[NH+]2CC[NH+](Cc3cccs3)CC2)cc1C(C)C,-34.45,0
M2R-decoy_5378,COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ncc(/C=C/c4ccccc4)cc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1,-34.45,0
M2R-decoy_8303,O=C([O-])CCc1ccc(C#Cc2cccc(OCCOCCNc3ccc([N+](=O)[O-])c4nonc34)c2)cc1F,-34.45,0
M2R-decoy_11338,N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)/C=C/c2ccc(F)cc2)CC1,-34.44,0
M2R-decoy_2871,COc1ccc(OC)c(c2csc(N(Cc3ccco3)C(=O)c3ccco3)n2)c1,-34.44,0
M2R-decoy_7250,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)NCCNC(=O)/C(C#N)=C/c5cccc(Br)c5)CC[C@]4(C)[C@H]3CC[C@]12C,-34.44,0
M2R-decoy_1618.1,CC(C)(C)c1ccc(C/[NH+]=C(\S)NCc2ccc3[nH]nnc3c2)cc1,-34.43,0
M2R-decoy_4470,CCc1ccc(C(=O)COC(=O)CNC(=O)COc2ccccc2)cc1,-34.43,0
M2R-decoy_7226,CN(C)c1ccc(/C=N/NC(=O)Nc2ccc(n3c(=O)c4cc(Br)cc(Br)c4nc3c3ccccc3)cc2)cc1,-34.43,0
M2R-decoy_9841,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H](C(Br)C#Cc3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@@H](C)CNC2=O)cc1,-34.43,0
M2R-decoy_1076,O=C(N/N=C/c1ccc2c(c1)no[n+]2[O-])c1ccc(I)cc1,-34.42,0
M2R-decoy_11188,Clc1ccc(Cc2nn3c(Cn4nnc5ccccc54)nnc3s2)cc1,-34.42,0
M2R-decoy_1694,COc1ccc2ccc(COc3ccc(c4c(c5ccncc5)cnn4C)cc3)nc2c1,-34.42,0
M2R-decoy_356,O=C1NC(=S)N/C1=C1\C(=O)Nc2c(Br)cccc21,-34.42,0
M2R-decoy_9417,COC(=O)c1ccccc1NC(=O)c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1,-34.42,0
M2R-decoy_9895,COc1ccc2c(c1)C(=O)[C@H](OC(=O)Nc1ccc(C)c(Br)c1)[C@@H](c1ccc(OC)c(Br)c1)O2,-34.42,0
M2R-decoy_3917,CCOC(=O)c1ccc(NC(=O)CSc2nnc(COc3cc(C)ccc3C(C)C)n2Cc2ccccc2)cc1,-34.41,0
M2R-decoy_5562,COc1ccc(COCC(Cn2ccnc2)OCc2ccc(C(=S)N(C)C)cc2)cc1,-34.41,0
M2R-decoy_5564,CCOC(=O)C(C)(C)CCCCOC(COCc1ccc(OC)cc1)Cn1ccnc1,-34.41,0
M2R-decoy_2861,CCCn1c(C)cc(C(=O)CSc2nc3ccccc3c(=O)n2Cc2ccco2)c1C,-34.4,0
M2R-decoy_4583,CC(C)(C)OC(=O)NCC(=O)N1CCC[C@H]1COCCCCCC/C=C/c1ccc(c2ccccc2)cc1,-34.4,0
M2R-decoy_6703,CC1(C)CNC(=O)c2sc(Nc3ccc(I)cc3F)c(C(=O)NOCCO)c2C1,-34.4,0
M2R-decoy_6787,O=C(COC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1)Nc1ccc(C(F)(F)F)cc1,-34.4,0
M2R-decoy_9142,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](COC(=O)c1ccccc1)Cc1ccccc1)OCC1c2ccccc2-c2ccccc21,-34.4,0
M2R-decoy_10397,Cc1cccc(N2CCN(C(=O)CN3CCSc4ccccc43)CC2C)c1,-34.39,0
M2R-decoy_3087,COc1cc(c2nnc([S+]([O-])Cc3cccc(F)c3)s2)cc(OC)c1OC,-34.38,0
