ligand_id,SMILES,BE_min,is_active
M2R-decoy_4643,Cc1cc(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@@H](/C=C/C(=O)OCc2ccc3cnccc3c2)CCC(N)=O)C(C)C)no1,-10.015386412144004,0
ASD01810017,COC(=O)c1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CNCC4,-10.010842733417606,1
M2R-decoy_6944,CN(C(=O)c1ccc(c2ccc(C(F)(F)F)cc2)cc1)C1CCN(C(=O)N(C)C2CC[NH+](CCS(=O)(=O)N3CCCC3)C2)C1,-10.004801292641709,0
M2R-decoy_3951,CC[NH+](CC)CCCOc1ccc(c2nc3ccccc3n2C/C=C/Cn2c3ccccc3nc2c2ccccc2)cc1,-9.99783438482251,0
M2R-decoy_8452,CCOC(=O)CCCn1c(=O)nc2n(CCCCOC(=O)C[C@@H]3CC4C5CC[C@H](O)C5CCC4[C@@]4(C)CCC(=O)C=C34)c3ccccc3cc-2c1=O,-9.994595450208218,0
ASD01810004,O=C1CCc2cc3c(c4c5c(Cl)cccc5n1c24)CCNC3,-9.973951285312006,1
M2R-decoy_9967,CC(C)Oc1ccc(c2cc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CC[C@H](C)C[C@@H](C)[C@H](NC(=O)OC(C)(C)C(F)(F)F)C(=O)N4C3)cc(c3cncs3)n2)cc1,-9.95544960317565,0
M2R-decoy_8558,CCCCCCC(NC(=O)c1ccc(C#N)cc1)C(C)(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,-9.93493590507332,0
M2R-decoy_5779,CC(C)CCc1sc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4ccc5ccccc5n4)cc3)cn2C)nc1C(=O)NCC[NH+]1CCOCC1,-9.929935090377809,0
ASD01810020,O=C1CCc2cc3c(c4c5cccc(O)c5n1c24)CCNC3,-9.912438547514704,1
M2R-decoy_2722,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cnc(NCCCCCNC(=O)[C@@H]([NH3+])CCC(N)=O)c4ccccc34)cc12,-9.91203551275753,0
M2R-decoy_8549,COc1ccc(c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)NCCc3ccccc3F)c2)cn1,-9.91044696658388,0
