ligand_id,SMILES,cluster00_BE,cluster01_BE,cluster02_BE,cluster03_BE,cluster04_BE,cluster05_BE,cluster06_BE,cluster07_BE,cluster08_BE,is_active
M2R-decoy_6146,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC(=O)c3ccccc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,-7.29992420410283,-6.038503710889069,-6.7049929038224265,-4.96796645938759,-4.216328403469247,-3.481380887918456,-3.942634561303999,-4.461329705390643,-4.134030779211924,0
M2R-decoy_1884,CC(C)c1ccccc1SC1=C([O-])OC(CCCC(=O)N(C)CCc2ccccc2)(c2ccccc2)CC1=O,-7.29992084517349,-5.806453292156949,-5.264702036997647,-5.0149398220074906,-4.285104675683968,-4.547251406913836,-3.048975865952709,-3.955224344621043,-3.371745149095245,0
M2R-decoy_1281,CCc1c(C)nc2n(c1=O)CC(C(=O)Nc1nccs1)CS2,-7.29941338496796,-7.491989365243638,-8.036422224939455,-4.97586388768082,-6.662640529523127,-7.368998872203916,-5.680249887293599,-5.048009248653663,-5.319894511770904,0
M2R-decoy_9769,Cc1cc(N/N=C/c2ccc(O[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@]64OO5)cc2)c2cccc(Br)c2n1,-7.29895277366412,-6.730189660509959,-6.417743300998946,-4.22100682616866,-5.704643006934128,-4.817740192022316,-3.442513985384399,-3.7959351816957625,-5.206906711661585,0
M2R-decoy_11527,CCOC(=O)c1cc2c(c(CCO)n1)[C@H](CCO)N(S(=O)(=O)C(C)(C)C)C2,-7.2985940279718,-6.256725666662608,-8.288174692432737,-5.09944125146382,-5.674912472285578,-6.5301439360421565,-4.009704568705219,-3.5279918107348927,-6.347627069536625,0
M2R-decoy_7649,COc1cc(C2Oc3cc(c4cc(=O)c5c(O)cc(O)cc5o4)ccc3OC2/C=C2\C(=O)ON=C2c2ccc(Cl)cc2)ccc1O,-7.29764204562473,-7.659330125945988,-7.070915508507206,-4.82982365716283,-5.512150508876828,-5.624274331014546,-3.5488637383503185,-4.023430393877313,-4.334156069165776,0
M2R-decoy_5783,CCN(Cc1csc(C(C)C)n1)C(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(C)C,-7.29751554590223,-6.075120902851639,-7.685489531869397,-5.36179359546696,-6.720130550181658,-5.021535367931576,-3.4998933611673086,-4.972816469991183,-5.011657017063396,0
M2R-decoy_11042,CS(=O)(=O)c1ccc(c2csc(N3N=C(c4ccc(Cl)s4)CC3c3ccc(F)cc3)n2)cc1,-7.29720802993435,-6.991245576530378,-8.319513302471487,-4.01806054838406,-3.7116006223595575,-6.334748438133037,-1.9394149467949688,-4.5517144393298326,-6.029626544284495,0
M2R-decoy_6711,O=C(CSc1nnnn1c1ccccc1)N/N=c1/scc(c2ccc([N+](=O)[O-])cc2)n1c1ccccc1,-7.29709882826978,-5.714161717767438,-5.806860287164946,-4.40305402118184,-4.776376342690708,-3.830263236124516,-4.058439710723489,-2.475897726205183,-3.802097042815205,0
M2R-decoy_10402,O=c1c2ccccc2nc(/C=C/c2ccncc2)n1c1nnc(c2cccc(Cl)c2)s1,-7.29694891906617,-6.5290712131307584,-7.781835604758976,-5.1544783847512505,-6.793193728812467,-6.573999009697927,-3.405490574540199,-4.100502706319233,-5.060595974640915,0
M2R-decoy_4348,COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(OC)c(C(F)(F)F)c4)ccc3OC)c2n1,-7.29686321215277,-7.108300227067189,-7.850562071127346,-3.52336079397198,-6.040590433685238,-1.850767684684816,-5.099476107438709,-3.4275259612247027,-4.204951708573354,0
M2R-decoy_5830,O=C(Nc1nnc(c2cccs2)o1)c1ccc(SC(F)(F)F)cc1,-7.29668359224588,-7.027224107646209,-7.530817054828077,-6.20598303064808,-6.932591876531127,-5.927681039954436,-4.609780613757748,-3.5305287506874627,-4.504678840378295,0
M2R-decoy_3615,COCCC(NS(N)(=O)=O)c1ccc(Cl)c(Cl)c1,-7.29650057354955,-6.585743732419779,-6.441717292758896,-4.46195169514399,-5.608284714172478,-5.696024419035776,-4.3271660148026285,-3.6361124600352728,-4.240442079605565,0
M2R-decoy_10665,CN1C(=O)/C(=C/c2ccc(O)c(Br)c2)SC1=S,-7.29637204765309,-8.04591097402423,-7.087003738102566,-5.52207537081956,-6.200002325175148,-5.630955197201576,-4.405616528274178,-3.8478550835418823,-5.208702864303284,0
M2R-decoy_6691,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(CS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,-7.29489941060788,-7.665289204832838,-7.429424707303006,-5.3733513461682,-7.202739408007528,-6.252747182339046,-5.286165816000098,-5.098164319923203,-5.204747330222995,0
M2R-decoy_10498,CC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,-7.29448144217749,-7.468113096488228,-6.995273742178936,-4.20863824227514,-5.801703115078228,-5.684039761751676,-4.021041537597479,-2.568792216568782,-5.246680332708445,0
M2R-decoy_4994,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@H](O)CSc1ccc2ccccc2c1,-7.29421929561249,-7.447407523686799,-6.518216817570396,-5.20949456771592,-5.916721193614338,-6.938164308447346,-4.917824183126679,-4.520115558703403,-4.660115179557115,0
M2R-decoy_9533,CC[C@H](NC(=O)OC)C(=O)N1CCC[C@H]1c1ncc(c2ccc(c3ccc(c4cnc([C@@H]5CCCN5C(=O)[C@@H](c5ccccc5)[NH+](CC)CC)[nH]4)cc3)cc2)[nH]1,-7.29159060010194,-6.759398960566728,-5.675039083423746,-6.182903104362,-2.6258253089193477,-2.356016504745976,-3.361640162802969,-4.854830576283833,-4.313065833204995,0
M2R-decoy_4133,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(C2CC2)nc1OCCCNS(=O)(=O)c1cccs1,-7.29017173012981,-4.479942380634738,-3.3479797543557366,-4.53600818880916,-1.9474041048824675,-1.346949716017296,-0.2101949641132785,-3.204000719668823,1.4550213300061652,0
M2R-decoy_181,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(O)c(O)c1)O2,-7.28922701207859,-7.1342416041300085,-7.792989156670046,-6.05745786873808,-6.137283239643618,-5.396651964121426,-4.037698681873779,-3.1915057722973925,-4.703285975126084,0
M2R-decoy_6426,NC(=O)c1ccc(c2ccc(c3cc(NCc4cccnc4)n4ncc(Br)c4n3)cc2)cc1O,-7.2889476341112,-5.866831281039069,-8.080992283721667,-4.69948058487385,-6.848890404734558,-7.263360324454666,-3.262027649909069,-3.1337367600350525,,0
M2R-decoy_3157,CCn1c(=O)nc(Cc2ccc(OC(C)C)cc2)n(Cc2ccc(Cl)cc2)c1=O,-7.28765396994062,-4.258898614462098,-7.004607571131496,-4.93595894617387,-3.6926430744339775,-6.211359641165146,-2.4139438057748484,-4.162516888019313,-1.9688673550606943,0
M2R-decoy_817,C#C[C@@]1(O)C[C@H]2C[C@@H]1[C@@H]1CC(=C3CCC(=O)CC3)C[C@H]21,-7.2876221867414,-7.561447111664899,-7.757145841441247,-7.313447280762841,-5.232127381458508,-7.236538409372207,-4.564956433384759,-4.734154866634083,-5.457217898673514,0
M2R-decoy_10693,O=C(OC1CS[S+]([O-])C1)c1ccc(Br)cc1,-7.28650714199021,-6.057028529281879,-6.828327454164857,-5.43663200365374,-4.962009466732257,-5.780719110167576,-4.2440960001155785,-3.892228149512863,-4.221969164911824,0
M2R-decoy_5271,COc1ccc(OC2C[C@@H](O)C[C@H](/C=C/c3c(C(C)C)nc(N(C)S(C)(=O)=O)nc3c3ccc(F)cc3)O2)c(OC)c1,-7.28612924626611,-8.65398283883684,-8.330240769278896,-6.37320037386157,-4.388672100110117,-4.283896899394376,-4.005862794697968,-3.570050802292533,-5.403964800935475,0
M2R-decoy_1,O=C(NCC(F)(F)F)Nc1nnc(C(F)(F)F)s1,-7.28585433168082,-6.3612458167483785,-5.452070406898346,-4.75181390025559,-4.992592090323588,-4.636201366203116,-4.774482301443899,-2.9015001014181028,-3.452016244203745,0
M2R-decoy_11348,Cc1nnc(SCCn2c(Br)nc3c2c(=O)n(C)c(=O)n3C)s1,-7.28532553326843,-6.466371510696948,-6.944640403997166,-4.86129160044719,-5.748759948280347,-5.414992509098996,-3.6913057011280985,-3.634053647029533,-4.7868990666412845,0
M2R-decoy_8084,Cc1nc(C(=O)N2Cc3cc4c(cc3C[C@H]2C(=O)N[C@@H](Cc2ccc(c3ccnc(C)c3C)cc2)C(=O)[O-])OC[C@H](c2ccc(OCC3CCCC3)cc2)O4)c(C)o1,-7.28491935327752,-4.847038432311488,-7.024150789379526,-4.86232104638783,-6.158375377816007,-6.542560134169555,-3.3773171219200684,-4.7323563680833125,-3.577340478204015,0
M2R-decoy_10632,Fc1ccccc1N1CCN(c2nc3ccccc3n3nnnc23)CC1,-7.28482488408754,-4.770040806188779,,-5.50863112769241,-4.615105552874048,-4.479815344793986,-4.193196198186008,-3.124645574158823,-2.9377099273867557,0
M2R-decoy_1511,CC(C)C(SCc1ccc(OC(F)(F)F)cc1)C(N)=O,-7.28464542994437,-4.768470492059759,-6.516972120575696,-5.08138892446569,-3.551768048175988,-6.608374204818055,-4.783267119061598,-3.237489216777542,-3.830421239193465,0
M2R-decoy_3879,COCCOc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3F)c2cc1OCCOC,-7.28439682057783,-5.474432653340549,-4.603392537310237,-3.0949332533037106,-4.487416411168607,-4.605350647091126,-2.857764915425829,-4.020751733304343,-5.552242212142165,0
M2R-decoy_4616,C[C@H](NC(=O)CNC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@H](CCC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,-7.28421728583674,-7.741737132697658,-8.796044140778486,-5.74789000483466,-6.751271875168307,-6.311491040600545,-5.0574996714199285,-5.147648370254983,-6.835615335990484,0
M2R-decoy_4124,O=c1cc(c2ccc(OCCOCCOCCn3cc(COCCOc4ccc5c(=O)cc(c6ccccc6)oc5c4)nn3)cc2)oc2ccccc12,-7.28411382313779,-7.052126931580629,-7.214909953142606,-5.23549485365121,-6.521504424662267,-5.006791846574996,-3.731244543051589,-3.130816714147453,-4.979374097493874,0
M2R-decoy_1862,Cc1ccc(C(=O)c2ccc(C(Cc3cc[n+]([O-])cc3)c3ccc(OC(F)F)c(OC(F)F)c3)cc2)nc1,-7.28389068031272,-6.394776200316868,-4.984240929517706,-7.33381516460472,-5.612137752961887,-6.979866728811185,-4.478366782542829,-5.753262728121983,-3.400878943827345,0
M2R-decoy_8741,O=c1cc(c2ccc(OCCCc3cn(CCOCCOc4ccc(c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)cc2)oc2ccc(F)cc12,-7.28376416326418,-8.141628036781638,-9.386766584135009,-2.77629041582435,-4.114499208919328,-6.983448697266287,-3.630840083442098,-3.179930460597813,-4.699470760874085,0
M2R-decoy_454,CSC1=N/C(=C\c2cccc(F)c2)C(=O)S1,-7.28335258796603,-7.551473806271369,-7.357316789148117,-6.2490390688637705,-6.055110034279258,-5.806832498378726,-4.4734747641294685,-4.086743306581713,-5.384404684505375,0
M2R-decoy_239,O=c1[nH]c2ncc(Br)nc2n1C1CC1,-7.28277846219763,-7.166910505467628,-6.385733939249606,-4.2936242019468605,-4.334140101751397,-4.929800102332046,-4.026241747909869,-3.9225001657265226,-4.737469155163446,0
M2R-decoy_8913,CCC(CC)CNC(=O)c1ccc2c(CC3CCCCC3)cn(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4C)cc3OC)c2c1,-7.28206417007665,,-6.516508530521456,-5.06763838125838,,-7.283377494673086,,-3.167035099301222,-3.3991244628446453,0
M2R-decoy_5012,CC[C@H](C)[C@H](NC(=O)[C@H]1CSCC[NH+]1C)C(=O)N(C)[C@H](C[C@@H](OC(C)=O)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)[O-])cs1)C(C)C,-7.2812229211881,-6.662000611535518,-8.389519869586657,-5.55638264691701,-4.658760679715037,-6.555010468490407,-4.000494293530118,-4.847421271677463,-4.168407618904295,0
M2R-decoy_866,C=C(C)C(=O)O[C@@H]1[C@@H](O)/C(C=O)=C\CC/C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,-7.2803816684025,-5.398491058041008,-4.409305828520906,-5.22688995069999,-3.044340982640348,-4.177146693461386,-3.5022563516468086,-3.537251994845003,-5.307085184478064,0
M2R-decoy_9440,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCCc1ccncc1,-7.27921777393172,-5.492519619563248,-5.990606264896987,-4.9380099510112005,-4.4059112885975775,-5.749885273882606,-4.628263672538228,-3.6792749976640833,-3.231685114809595,0
M2R-decoy_3267,COCOc1ccc2c(c1)OC(c1ccc(OCOC)c(CC=C(C)C)c1)CC2=O,-7.27898951574327,-7.280046234504228,-6.945522769283007,-4.44469624203622,-4.925323437676368,-3.648716822762516,-3.043774010505019,-4.692814584518882,-5.275294079991964,0
M2R-decoy_4910,CCO[C@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]1CCCC[NH+]1C)[C@H](C)OC)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)[O-])cs1,-7.27843811163059,-6.997835434069288,-8.599708611602637,-6.21095993722363,-7.136299020945847,-7.196105779684917,-4.339525978688859,-4.872386091902813,-5.848721522302194,0
M2R-decoy_10234,O=C1c2c(Br)sc(Br)c2[C@H]2NC(=S)O[C@@H]12,-7.27796125382449,-5.4519162813056985,-5.820181475645886,-3.8510395109054505,-5.036291162435227,-4.209998797507456,-3.2710086118847688,-4.057904935871593,-3.773693307835545,0
M2R-decoy_3744,Cc1oc(c2ccccc2)nc1CCOc1ccc(C[NH+](CC(=O)[O-])Cc2ccc(Oc3ccccc3)cc2)cc1,-7.27738372476014,-7.1537413249895785,-5.875839650554136,-4.87159251349578,-4.501030934343637,-3.906828583804046,-3.396418944311539,-3.9410026232688526,-4.443566777374885,0
M2R-decoy_8712,CC[C@H]1O[C@@H](/C(C)=C/[C@H](C)/C=C/[C@@H]2[C@@H](/C=C/[C@@H]3O[C@H](CC(=O)OC)C[C@H](OC(=O)Nc4ccccc4)[C@H]3OC(=O)Nc3ccccc3)[C@@H]2C)CC=C1C,-7.27711273578626,-7.538272971859019,-6.527911539841946,-5.52664807783891,-4.610373199139738,-7.0998334408268455,-2.8688362360852384,-3.0864605174839026,-5.205256775511035,0
M2R-decoy_4033,COc1cc(C(=O)O[C@H](C(=O)NCCCCNC(=O)[C@@H](OC(=O)c2cc(OC)cc3c(C)cccc23)[C@]2(C)CO2)[C@]2(C)CO2)c2cccc(C)c2c1,-7.27602934626983,-8.005857543488538,-7.545275716465307,-6.34712620699474,-6.445955281486568,-7.547399406643946,-5.38420728481124,-3.785609385943923,-6.868077832652665,0
M2R-decoy_3820,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)S(=O)(=O)c1ccc2ncsc2c1,-7.27577476944869,-5.055835220113958,-4.995622397078286,-4.70520940504845,-3.556484992918468,-5.171871590214316,-2.5485370375955982,-3.987521480559913,-5.076529603891045,0
M2R-decoy_2489,C#Cc1cnc2nc(O)n(C(CC)CC)c2n1,-7.27573623566111,-4.589456839434338,-6.241934091755186,-4.56374017208376,-2.278298974117297,-3.488404808406776,-3.701709542166468,-3.078972563342753,-4.091549818579836,0
M2R-decoy_3114,CCn1c(SCc2nc(c3ccccc3)no2)nnc1c1cccs1,-7.27557697875753,-5.580476107142228,-7.607257448114977,-4.74088173526125,-5.7902168948068375,-5.253452737808296,-2.863356242060439,-3.6375811540828327,-3.511061158368185,0
M2R-decoy_6650,COCC(=O)Nc1ccc2c(c1)C(=O)N(C)[C@@H]1CC[C@H](CC(=O)NCc3ccccc3Cl)O[C@H]1CO2,-7.27531831227363,-6.916779242183899,-6.307698909926496,-5.60736647260846,-5.088875766545578,-5.938432930354816,-3.815278545715949,-6.133032494227463,-4.641054301914275,0
M2R-decoy_10833,Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1c1ncc(Br)cn1,-7.27522546272854,-5.016796976516089,,-4.79882003399252,-3.314092413970007,,-1.714435365137109,-2.504070366708273,-5.064748500937155,0
M2R-decoy_8810,COc1cc(c2cccs2)cc(/C=N/CCSSCC/N=C/c2cc(c3cccs3)cc(OC)c2O)c1O,-7.27456454018149,-6.748776058228638,-8.086556118917386,-4.7984774556100405,-5.804112277441328,-6.573596827043856,-3.4491665472445083,-5.214968639768623,-5.158865855368434,0
M2R-decoy_10626,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c(=O)on1C(=O)N1CCCCC1,-7.27412215713024,,,-4.23703121005913,-3.2489012067893874,-3.775721476598476,-3.460385615402819,-2.921695500138293,-3.3686856375709358,0
M2R-decoy_174,Nc1ccc2c(c1)C(=O)/C(=C1/C(=O)Nc3ccccc31)N2,-7.27337071987748,-6.7701601529623785,-8.044427606123147,-6.27803399641168,-6.137936449342727,-6.4780643799201965,-4.970632561242839,-3.5753162388087825,-4.709109912686884,0
M2R-decoy_8535,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)c1ccco1,-7.27315003914562,-5.771146306358358,-6.631657174664056,-4.973923140977711,-3.921022083797988,-4.773791852324856,-4.073440289696529,-4.028003571307103,-4.556999872797094,0
M2R-decoy_3821,CSCC[C@H](NC(=O)c1ccc(COCc2ccc(c3ccc(Cl)c(F)c3)o2)cc1c1ccccc1C)C(=O)[O-],-7.27290692688274,-6.539045191679788,,-6.05283681932859,-4.691032578949417,,-2.675061452314269,-3.727730981926473,-5.376943265918484,0
M2R-decoy_808,CC(=O)N1N=C(c2ccc3c(c2)OCCO3)OC1c1cccc(F)c1,-7.27258625548138,-6.829219460721228,-8.356042968715146,-7.135097911229909,-5.521922045652357,-5.134070309774906,-4.146503534340309,-5.128357927289473,-6.415117703113495,0
M2R-decoy_8747,C[C@H]1[C@@H]2CC[C@]3(C)OO[C@@]24[C@@H](C[C@H]1OC(=O)c1cccc(SCc2ccccc2)c1)[C@@H](C)[C@H](OC(=O)c1cccc(SCc2ccccc2)c1)O[C@@H]4O3,-7.27138922341521,-6.792578805055949,-9.587899428001808,-6.30433127573251,-7.605842083131467,-7.754249631708056,-5.702154081127858,-6.452747431473423,-3.6941830960892346,0
M2R-decoy_42,Cc1cc(CC(C)Nc2ncnc3cccc(F)c23)[nH]n1,-7.27085349899265,-7.159116907597559,-8.043977587605626,-6.5643868746791405,-5.505698217835057,-5.741762154028366,-5.350155545510129,-4.493038842505642,-5.699189009888304,0
M2R-decoy_6656,O[C@@H]1[C@@H](COC2CC2)O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@@H]1O,-7.27051774180543,-7.336624724347409,-7.150061669554567,-6.16876419682663,-5.548148999227307,-6.077768327572896,-4.570144204994898,-3.878328102604193,-5.231904360972214,0
M2R-decoy_8198,Cc1cccc(NC(=O)N2Cc3cc4c(cc3C[C@H]2C(=O)N[C@@H](Cc2ccc(c3ccnc(C)c3C)cc2)C(=O)[O-])OC[C@H](c2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)O4)c1,-7.27043186270485,-2.5953630116049085,-6.869180399115586,-5.29024482614093,-2.8975800729543177,-4.046997168596726,-3.5045844042585186,-6.165184214253043,1.099668751244355,0
M2R-decoy_5754,CC(C)C(NC(=O)Cn1c(=O)c(NS(=O)(=O)NCc2ccccc2)ccc1c1ccccc1)C(=O)C(F)(F)F,-7.27026789597533,-6.136028203924279,-8.921506388808846,-5.51946891005347,-3.6561623336693874,-4.674757981886296,-4.662592627932608,-4.787610575134703,-6.544774812006395,0
M2R-decoy_4976,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCC[NH+]1C)C(=O)N(C)[C@H](C[C@@H](OC(C)=O)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)[O-])cs1)C(C)C,-7.27005689638425,-6.667378390732448,-7.399992256350547,-6.70857061820778,-3.657739732812488,-6.751510875488057,-2.3195934430477783,-5.025246977396803,-4.466578841933805,0
M2R-decoy_8926,CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3ccc(C(=O)NS(=O)(=O)c4ccc(C)cc4)cc3OC)c2c1,-7.26808669103919,-4.138158820725049,-5.890103638191446,-4.50874553606429,-3.997015130743767,-4.442375437629646,-3.5630931527841483,-4.936861527994933,-3.630289559014995,0
M2R-decoy_4795,COc1cc(/C=C/C(=O)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@H]23)OCO4)cc(OC)c1OC,-7.26755632377057,-7.059179759460439,-5.881440071097576,-6.20442569358862,-5.2333936577817575,-5.379266025261286,-3.4092615914526787,-5.648849928323983,-4.665374659213825,0
M2R-decoy_528,O=C1CSC(=S)N1/N=C/c1ccc(O)c(O)c1O,-7.26749032389744,-8.177289884085589,-7.051618706845396,-6.67872288141758,-6.2751815254124175,-6.292345180937156,-4.5632387918348085,-3.6706226161825226,-5.215950580636875,0
M2R-decoy_7578,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)c3ccccc3NC2=O)cc1Cl,-7.26727547746745,-5.842995112803458,-6.013535244434856,-4.89990282751269,-3.7674578069314073,-4.390493525079936,-3.0874604056706385,-4.479898913636203,-3.7043812084643046,0
M2R-decoy_3071,CCCS(=O)(=O)N(CCN(Cc1cncn1C)c1ccc(C#N)cc1)Cc1ccccc1,-7.26638601886323,-4.675850467571658,,-4.49196375737632,-2.7579967437091675,-2.5931242496106464,-0.6016109037811885,-3.581122825548163,-3.042173193753435,0
M2R-decoy_4062,CCCCc1sc(c2ccc(Oc3ccc(Cl)cc3)cc2)nc1c1ccc(OCCC[NH+](CC)CC)cc1,-7.2654570561897,,,-3.8130987952583,,,,-1.411550221124913,-5.447591661257025,0
M2R-decoy_425,CC1(C)CC(=O)C(=C2SCCCS2)C(=O)C1,-7.26530169062,-5.715861739786359,-6.346214328179307,-4.7114831520783005,-3.572094003808828,-2.9253022247372256,-3.7329603608080486,-3.200245765192133,-4.339937793243495,0
M2R-decoy_3903,CCCn1c(=O)c2[nH]c(c3ccc(OCC(=O)Nc4ccc(CC(=O)OCC)cc4)cc3)cc2n(CCC)c1=O,-7.26257760624104,-6.772468722020928,-5.491033467966807,-5.7320564738985205,-7.005643508161548,-6.1814766558848255,-5.138884402660199,-3.440442266124033,-4.115625568928895,0
M2R-decoy_8809,CC(C)c1ccc(OP(=O)(Oc2ccc(C(C)C)cc2)C(C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)cc1,-7.2622713598605,-4.929883890695939,-6.766776385229276,-4.7247296711965605,-4.551485656245408,-3.922901529451756,-3.8815762152567688,-4.0982601947137525,-2.8869364344554245,0
M2R-decoy_179,COc1cc(/C=C2\SC(=O)N(C)C2=O)c(C)cc1O,-7.26186173694672,-8.856633154087849,-8.086577587519386,-5.4043937347556605,-5.587786409001548,-7.435200241601725,-4.150476191836189,-4.5530558717233625,-5.812367413160354,0
M2R-decoy_2495,FC(F)(F)COc1ccc(n2ccnc2)nn1,-7.26184321803583,-6.566087510879589,-6.403868824867816,-5.39586123894204,-5.481718124289897,-5.070335925563536,-3.496250372503389,-3.317176261567023,-3.727312583311875,0
M2R-decoy_1756,C#CCO[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,-7.26087911957826,-7.584451569842399,-7.492163817836277,-5.02452033367773,-6.224548303318447,-4.160704776420956,-3.918927040027088,-3.872162651137303,-5.165081085273785,0
M2R-decoy_10335,Cc1cccc(c2nnc3n2CCN(C(=O)c2ccc(F)cc2)C3)n1,-7.26018310050419,-6.989568785264929,-7.340138046007457,-5.69152119071117,-3.5648692964943978,-4.220762334729286,-3.456287040656969,-3.785459616678083,-3.894415146002765,0
M2R-decoy_6301,COc1cc(OC)c2c(c1)C(=O)c1cc(C)c(Cn3cc(F)c(=O)n(Cc4cccc(F)c4)c3=O)c(OC)c1C2=O,-7.25932193528999,-6.735581130998958,-4.340614532176696,-5.33828608911731,-4.472437121898397,-4.574270121071486,-2.2661355590844785,-3.5446579064076325,-4.231635846293985,0
M2R-decoy_2332,CCc1cn(CCOC)c(CC)c1Oc1ccc(C#N)cc1,-7.25913027828293,-3.586444096286458,-5.710764962249336,-3.93650884475346,-5.305892725678118,-3.0686637159180163,-3.235365575060789,-3.063512780648673,-4.435379334173875,0
M2R-decoy_10567,O=C(O/N=C1\CCS(=O)(=O)c2sccc21)c1ccc(F)cc1,-7.25899425841305,-4.723682689576538,-6.576442589694817,-6.59561751856368,-6.529789004340078,-6.798464223460726,-5.827242989054978,-3.289193342355353,-4.154105369551015,0
M2R-decoy_5405,O=C(NCC1CCCO1)C(c1ccc(F)cc1)N(Cc1ccc(F)cc1)C(=O)Cn1nnc(c2cccs2)n1,-7.25885362427237,3.422253732945732,-6.527093647261626,-4.9569620002403205,-5.7172716379266975,,-0.6060749015304485,-4.539875572701903,,0
M2R-decoy_7609,CSc1ccccc1c1nnc2ccc(Sc3ccccc3CNC(=O)Nc3cc(C(C)(C)C)nn3c3cccc(O)c3)cn21,-7.25568350464046,-7.1568272642896185,-7.513259423759536,-5.36060309628904,-3.2203411638741875,-5.353287299261236,-2.287685498500819,-4.5044695400744725,-0.9996310150683648,0
M2R-decoy_4153,CCCCCCOc1cc(C(C)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,-7.25546190357325,-5.727567726970208,-7.866289598917707,-4.89698030587644,-4.182181571486297,-5.465196836357916,-2.7084257021375686,-2.889307989118363,-4.331179765008924,0
M2R-decoy_4920,CC1(C)OB(c2ccc(COc3cccc4ccc(C(=O)NCCCOc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)nc34)cc2)OC1(C)C,-7.25538679291203,-7.865683633693948,-7.272179061551526,-6.06934769705854,-6.462163945879028,-5.132536357163996,-5.907508606432769,-3.601784926821783,-4.938058937199244,0
M2R-decoy_182,O=C1NC(=O)C(Sc2ccc3cc(O)c(O)cc3c2)S1,-7.25508685633227,-7.686164344729288,-8.328788194025547,-5.60742643547069,-7.472961948260497,-7.491642691783316,-6.516223941369169,-4.884353555148233,-6.0708259008356045,0
M2R-decoy_662,O=c1[nH]c2cc(S(=O)(=O)n3nnc4cc(Cl)ccc43)ccc2o1,-7.25504384076003,-5.364742160127869,-6.670424802788106,-4.95045256760833,-5.671759607797488,-5.616109879419316,-4.205187589361309,-3.700393070155603,-3.825148294914305,0
M2R-decoy_298,C[C@H]1CCC[C@H](O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,-7.25484980851801,-7.742550176389239,-8.022326133348017,-5.85820223250086,-5.3289932751527775,-5.029306792967616,-4.049220077151379,-3.967534245592693,-5.715590732264985,0
M2R-decoy_6349,COc1nc(OCC(F)(F)C(F)(F)F)c(Cl)cc1n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,-7.25481312699791,-6.412392633711969,-5.451069259503406,-5.03136087362111,-5.7004250800771175,-4.503392619132666,-5.715760208975389,-4.627397021778693,-4.083810597453015,0
