ligand_id,SMILES,BE_avg,is_active
CCR2-decoy_290,CC(C)C[C@H](NC(=O)c1cc2c(OC(C)C)cccc2[nH]1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,-7.800646909647499,0
CCR2-decoy_220,CC(C)[C@H](NC(=O)CCc1cccnc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)NCc1ccccc1,-7.789246909647498,0
CCR2-decoy_524,O=S(=O)(c1ccc(Br)cc1)c1nnn2c1nc(NCCc1ccccc1)c1sccc12,-7.783846909647499,0
CCR2-decoy_475,CCCCc1nn(c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(c2ccccc2S(=O)(=O)NC(=O)C(C)(C)C)cc1,-7.774746909647499,0
CCR2-decoy_349,O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)OCc1ccccn1,-7.7489469096475005,0
CCR2-decoy_325,CO[C@H]1O[C@@H]([C@@H](O)C(=O)OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@]2(OCc3ccccc3)[C@@H](OCc3ccccc3)CO[C@@H]12,-7.747546909647499,0
CCR2-decoy_397,COc1ccc(CC[C@@H](OC(=O)[C@@H]2CCCCN2C(=O)c2cccc3ccccc23)c2cccc(OCC(=O)[O-])c2)cc1OC,-7.744246909647499,0
CCR2-decoy_305,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc1cn(C=O)c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,-7.7423469096475,0
CCR2-decoy_302,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1,-7.7304469096475,0
CCR2-decoy_738,O=C(COC(=O)c1ccc2ccccc2c1)c1cc2c3c(c1)CC(=O)N3CCC2,-7.729546909647499,0
CCR2-decoy_433,C/C(S)=N/C[C@H]1CN(c2ccc(N3CCN(C(=O)/C=C/c4c[nH]c5ccccc45)CC3)c(F)c2)C(=O)O1,-7.728046909647499,0
CCR2-decoy_361,CC(C)C[C@]1(NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)CNC1=O,-7.7267469096475,0
CCR2-decoy_399,O=C(c1cccc2c(NCCC[NH2+]CCCNc3c4ccccc4nc4c(C(=O)N5CCOCC5)cccc34)c3ccccc3nc12)N1CCOCC1,-7.724946909647498,0
CCR2-decoy_292,Cc1c(C)c(S(=O)(=O)N(CCCCN2C(=O)c3ccccc3C2=O)OCCCN2C(=O)c3ccccc3C2=O)c(C)c2c1OC(C)(C)CC2,-7.723646909647501,0
CCR2-decoy_394,COc1ncc(Cc2cn(CCCC(=O)NCc3ccc(c4ccccc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,-7.7225469096475,0
CCR2-decoy_308,Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2c(C)cc(N(C)C)cc2C)CSC1(C)C,-7.722146909647501,0
CCR2-decoy_485,CCCCc1nc2ccn(Cc3ccccc3[N+](=O)[O-])c(=O)c2n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1,-7.709246909647499,0
CCR2-decoy_486,COn1c(NC(C)c2ccc(C(F)(F)F)cc2)nc2c(c1=O)CN(C(=O)c1cc(c3cccs3)n(C)n1)CC2,-7.707646909647499,0
CCR2-decoy_494,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)[C@H](Cn1cc(COc2cccc(C=O)c2)nn1)[C@H]4O,-7.7041469096475,0
CCR2-decoy_461,Cc1ccc(n2nc(C3CCN([S+]([O-])c4c(Cl)cccc4Cl)CC3)cc2NC(=O)c2cnn3cccnc23)cc1,-7.703446909647501,0
CCR2-decoy_526,Cc1ccc(c2noc(C3CC(F)(F)C3)n2)cc1NC(=O)c1cnc2cc(C3CCN(S(C)(=O)=O)CC3)ccn12,-7.700246909647499,0
CCR2-decoy_246,CC(=O)OCOC(=O)c1ccc(/C(Cl)=C/[C@@H]2C=C(C)C[C@H]3C[C@H](CCn4cc(Cc5ccccc5)nn4)C=C[C@@]23C(=O)OCOC(C)=O)cc1,-7.697746909647499,0
CCR2-decoy_274,Cc1cncc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)n1,-7.695446909647499,0
CCR2-decoy_222,CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccc(Cl)cc2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,-7.6928469096475,0
CCR2-decoy_423,CCCCc1nc2ccn(C(C(=O)N(C)C)c3ccccc3)c(=O)c2n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1,-7.685846909647499,0
CCR2-decoy_163,Cc1ccccc1COc1nc(N2CCC[C@@H](CC(=O)[O-])C2)ccc1C(=O)NC1CCCCC1,-7.6849469096475005,0
