ligand_id,SMILES,BE_avg,is_active
CCR2-decoy_210,CCCC(CCC)C(=O)Nc1ccn([C@@H]2O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)c(=O)n1,-4.646078308188892,0
CCR2-decoy_339,CCCC[C@H](C)[C@@H]1CC(=O)N[C@@H](C(c2ccccc2)c2ccccc2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C[C@@H](C)CC)C(=O)O1,-4.644123824702813,0
CCR2-decoy_153,Cn1nc(C(F)(F)F)c(c2cccc(C(F)(F)F)c2)c1NC(=O)CSCC(=O)[O-],-4.643870000322539,0
ASD10910015,O=S(=O)(Nc1cncc(Cl)c1)c1ccccc1,-4.642737208990414,1
CCR2-decoy_222,CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccc(Cl)cc2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,-4.634266843087114,0
CCR2-decoy_205,CCCCCCCc1cc(O[C@@H]2O[C@@H](C)[C@H](OC)[C@@H](OC(=O)c3ccc(C)[nH]3)[C@H]2O)c(C)c2oc(=O)c(C(=O)NS(=O)(=O)c3ccccc3)cc12,-4.631856532287558,0
CCR2-decoy_594,O=C1C[C@H](Sc2ccccc2)[C@H]2CO[C@@H]1O2,-4.631607894314291,0
CCR2-decoy_11,Cc1c(C(F)(F)F)n(c2nc(C(=O)[O-])cs2)nc1c1ccccc1,-4.630897403670403,0
CCR2-decoy_551,N#Cc1cccc(c2cncnc2n2ccnc2)c1,-4.6299315993069765,0
CCR2-decoy_560,C=C(Cn1ccccc1=O)C(=O)c1ccsc1,-4.615466174272919,0
CCR2-decoy_194,CCN(C(=O)CSc1nc2ccccc2n1CCc1ccccc1)C1CCS(=O)(=O)C1,-4.615332946574066,0
CCR2-decoy_410,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@](C)(O)[C@H]2OC(=O)c1ccc(C#N)cc1,-4.609803885148856,0
CCR2-decoy_470,CO[C@@H]1C[C@@H](/C(S)=N/CCc2ccccn2)N(C(=O)NCc2ccc(C(=O)N3CCCCc4sccc43)cc2Cl)C1,-4.606857157382131,0
CCR2-decoy_345,COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)C2(C#N)CCOCC2)cc1,-4.6042036967990345,0
CCR2-decoy_369,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@@H]2[C@@H](C[C@H]3C[C@@H]2C3(C)C)O1,-4.602532398819891,0
