ligand_id,SMILES,cluster00_BE,cluster01_BE,cluster02_BE,cluster03_BE,cluster04_BE,cluster05_BE,cluster06_BE,cluster07_BE,cluster08_BE,cluster09_BE,is_active
CCR2-decoy_314,CC(C)C(NC(=O)OCc1cnco1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,-8.62442730605051,-6.773608096314164,-5.969603253824756,-6.096669777447396,-5.926899985191389,-6.066875428337957,-4.338810825789493,-5.44610545207231,-4.852743173455623,-3.785888596891816,0
CCR2-decoy_272,CC1(C)C2CC1[C@]1(C)OB(C(CCC/C(S)=N/N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)NC(=O)OCc3ccccc3)O[C@@H]1C2,-8.60839096329851,-6.763535032599354,-7.666057337671376,-7.4566845926292356,-6.1773108461315385,-4.751395767372628,-5.722219820089974,-5.674769072181839,-4.295649658477473,-5.306436591827797,0
CCR2-decoy_228,Cc1ncc(COC(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)C(NC(=O)N(C)Cc2csc(C(C)C)n2)C(C)C)s1,-8.59333886552957,-6.145906165452234,-6.285473985230856,-4.2208417425235965,-5.705782117403588,-3.557624508944168,-4.378818645270673,-5.737545364529519,-3.632509070181892,-4.822078624181186,0
CCR2-decoy_614,Cc1cccc(n2ncc(C)c2c2cc3ccncc3s2)n1,-8.58796360465726,-7.201298925467723,-7.099221519032296,-3.943992874276156,-3.524952577320418,-4.6492879129989175,-5.384506212567713,-6.303109734837658,-2.7656291064523826,-4.288375939173147,0
CCR2-decoy_319,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(C)=O)c2)C(=O)O1)C(C)C,-8.55179820297806,-3.457183781894764,-6.812597387632066,-6.579252989944386,-6.930221840075529,-3.978324802926768,-5.318844597343343,-3.585308902878249,-4.797647024478232,-3.9558591190756864,0
CCR2-decoy_274,Cc1cncc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)n1,-8.52701169686416,-6.901253567011134,-6.547311940783476,-6.115250327274367,-6.061004342853899,-4.512864936430898,-5.432912548745703,-5.844026261898589,-4.593010445586512,-3.509113879910826,0
CCR2-decoy_33,CSc1nc2ccsc2c(=O)n1CC(=O)N(C)c1ccccc1,-8.51883287803747,-5.340796864248814,-7.784155345901006,-5.505166393338296,-3.920408843019368,-4.760332378977317,-3.1672682305248125,-5.21408969947931,-1.627734790625582,-4.818693770632537,0
CCR2-decoy_306,CC(C)CC(NC(=O)[C@@H](Cc1c(Br)[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)N1[C@@H](C)CCC[C@H]1C)C(=O)[O-],-8.50194643024911,-6.305705029405784,-6.390466165815746,-4.513962294419256,-5.533523802458128,-4.462804476858348,-4.303647968677013,-5.043333198552309,-3.5979807396103327,-4.959135822198466,0
CCR2-decoy_250,CC(C)C(NC(=O)N(C)Cc1csc(C(C)(C)C)n1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,-8.48909713623428,-4.572519929490134,-7.453354505364256,-5.693882752140777,-5.514379095909808,-5.915254337011458,-4.1218914346579325,-5.573722798018158,-5.569641352631152,-3.0128862690231566,0
CCR2-decoy_388,O=C(Cc1cc2ccccc2o1)Cc1nnc(CCSCCc2nnc(NC(=O)Cc3cc4ccccc4o3)s2)s1,-8.4582622051703,-6.527307600844744,-6.638091621647136,-6.621733225918666,-4.747639400767278,-4.575616015423708,-3.589047184492853,-5.535926047320888,-3.5770810680233422,-3.0546759117349964,0
